feature	VK_170831_025	VK_170831_037	VK_170831_043	VK_170831_073	VK_170831_079	VK_170831_103	VK_170831_115	VK_170831_163	VK_170831_169	VK_170831_175	VK_170831_187	VK_170901_037	VK_170901_055	VK_170901_061	VK_170901_091	VK_170901_097	VK_170901_121	VK_170901_139	VK_170901_151	VK_170901_163	VK_170901_175
strain	daf16	daf16	daf16	daf16	N2	daf16	N2	daf16	N2	daf16	N2	N2	N2	N2	daf16	N2	daf16	daf16	N2	N2	N2
167.0126_172.6	 25251540	 24131980	 25036600	 23308440	 20927830	 22499700	 20786630	 27817260	 37326950	 21782330	 29851920	 20136070	 84374520	 92023230	109613600	106958800	131219356	 65523870	228191500	104710800	 64703810
167.0831_40.7	2844607.0	3388171.0	4189452.0	2923431.0	 744233.0	 940583.3	4955549.0	3111906.0	 625103.4	3262410.0	3143007.0	1993893.0	3565054.0	1075278.0	2672981.0	4875390.0	1549023.5	2194441.0	2144937.0	6925759.0	 621013.9
167.086_29.4	2723618.0	      0.0	      0.0	2679117.0	      0.0	1557954.0	      0.0	2103124.0	      0.0	      0.0	      0.0	      0.0	 328822.2	 891209.7	 328822.2	 328822.2	 423061.8	 427626.3	 329834.3	 328822.2	 393539.5
167.0897_44.2	 91639850	111225100	145862000	101298100	 14126720	 42932220	152655100	 79051300	  9913907	102876900	107466100	 59130840	125822500	 27245060	 82486040	151054500	 51814179	 67706020	 68838710	224481200	 10204663
167.1067_23	  1924879.0	 37471900.0	  1986743.0	  2060071.0	  1643368.0	  1762657.0	  1043608.0	  1593438.0	  1113416.0	  1787630.0	  1192990.0	  1557327.0	 68144330.0	    89793.0	        0.0	        0.0	   100248.1	   884120.6	        0.0	136169800.0	   133342.3
167.1103_103	      0.0	2683141.0	1646688.0	2395834.0	 327423.5	2422900.0	4109778.0	      0.0	      0.0	      0.0	1082858.0	1639195.0	 720505.5	1021047.0	  41606.9	1549638.0	  41606.9	1078705.0	 935773.3	4980783.0	  41606.9
167.9649_70	 643673.6	4234535.0	 637404.6	1354510.0	  14516.8	  14516.8	  14516.8	 535476.6	  14516.8	1036397.0	 459105.0	  14516.8	 575209.7	   2132.8	 920508.9	 735714.0	 984521.6	   2132.8	   2132.8	2147184.0	   2132.8
168.0632_29.8	 857442.7	1395808.0	2099415.0	2148057.0	 521204.9	3486753.0	1180117.0	1387758.0	 197192.2	1864107.0	 334942.4	 219702.4	 974350.6	 663336.6	 865271.7	1137107.0	 845208.7	1749733.0	 866435.5	1262523.0	 125591.7
168.0769_108	 951381.8	 400776.5	7235184.0	 726293.5	 168039.4	 812129.0	 447830.0	1501112.0	 719665.4	1531316.0	 898362.7	 549278.2	1249627.0	 710039.9	1091485.0	1379486.0	1528394.8	4673294.0	 610127.6	 903873.1	 137252.5
168.093_44.5	3343758.0	3685387.0	5755637.0	3174398.0	 333228.3	1682100.0	5952530.0	2630550.0	 295871.1	3718231.0	3701636.0	2075572.0	4872730.0	 846686.4	2936932.0	5527812.0	1726487.0	2610245.0	2761365.0	9165836.0	 160895.6
168.0999_126.9	  93335.7	 133368.5	1460830.0	   9235.9	  51952.5	 257334.5	2728956.0	   9235.9	   9235.9	   9235.9	 792385.5	1570863.0	 641210.3	 289429.8	      0.0	1198269.0	      0.0	 558028.8	1151323.0	2741683.0	      0.0
168.5831_95	  52166.9	  52166.9	1372399.0	  52166.9	  52166.9	8529066.0	 984879.2	  52166.9	  52166.9	9989637.0	 652735.0	1970559.0	 708044.9	5965516.0	      0.0	1177679.0	      0.0	      0.0	 531894.0	2157042.0	      0.0
169.0584_87.8	30705050.0	31916290.0	10867710.0	19574780.0	  537845.2	 6022054.0	11459810.0	17655710.0	  824422.5	25125800.0	22205600.0	11198180.0	15978260.0	 5196829.0	19825300.0	17534100.0	30956089.5	 7749678.0	12474280.0	33367110.0	 3801090.7
169.0739_43.8	  10825.2	  10825.2	4254074.0	  10825.2	  10825.2	  10825.2	  10825.2	  10825.2	  10825.2	  10825.2	  10825.2	  10825.2	      0.0	  18193.8	      0.0	  99246.3	 436988.4	1259494.0	      0.0	      0.0	 681211.5
169.0948_110.1	 5351158	 8550662	 9614028	10624840	 1166097	 4106185	10775250	 9492040	  844451	15494770	 9107561	 5809290	11165770	 2231150	12055730	12521850	 5361960	 6826634	 7053597	23056090	 1543317
169.5946_96.1	 733637.1	 823516.9	2632446.0	 459761.1	 445665.3	 586400.2	3259622.0	 773830.2	1527447.0	2080726.0	1593220.0	1921722.0	1583104.0	1011082.0	6856077.0	2445757.0	2230929.2	1567760.0	1007942.0	5709191.0	2029625.9
170.0419_102.7	27689360	21945290	13540690	27352070	 4309423	10593800	17446030	19433050	 2700720	32362680	25441200	11768840	24747260	 3553226	26863630	18391480	27052146	 8610083	11200490	38895430	 1689796
170.0607_63.4	2529101.0	2866555.0	2398986.0	1796063.0	      0.0	      0.0	1970783.0	 945238.9	      0.0	3010679.0	2236265.0	 455019.9	3346433.0	2430780.0	3409170.0	3468636.0	3326746.0	2873625.0	2462731.0	4946364.0	1833434.3
170.5089_240.1	 857915.6	2097020.0	   1715.7	1126201.0	   1715.7	   1715.7	1480109.0	1869948.0	   1715.7	4131212.0	2559685.0	1112889.0	2308740.0	  24896.7	2425835.0	2399599.0	 440415.9	 948036.0	 367872.1	1577066.0	  24896.7
170.5241_131	4032877.0	2830152.0	 645185.2	2113513.0	  12276.8	      0.0	      0.0	3226608.0	1809897.0	5247556.0	2783969.0	 350698.4	1697777.0	  49669.8	4447115.0	1338063.0	1827066.3	  49669.8	  49669.8	3424571.0	  49669.8
171.0166_87.2	1673292.0	7767274.0	 108829.5	 889504.5	  65918.0	  55237.3	3670622.0	2026338.0	  94345.9	 975689.4	1775103.0	 968402.4	3611571.0	 744451.3	 556546.2	1127496.0	4198851.7	      0.0	 812361.3	2585634.0	      0.0
171.0458_80.5	1641103.0	3028241.0	   3286.6	   3286.6	   3286.6	   3286.6	   3286.6	1180633.0	   3286.6	1752909.0	1065964.0	3349047.0	1277216.0	  13490.8	 959528.5	 926869.4	 760679.4	  13490.8	 541245.5	1711927.0	  13490.8
171.0765_79.1	 1758821.0	 6122931.0	       0.0	 9272859.0	       0.0	       0.0	       0.0	       0.0	       0.0	       0.0	       0.0	       0.0	  102430.2	  102430.2	 5331553.0	  102430.2	 5858803.4	  102430.2	  102430.2	10006860.0	  102430.2
171.1129_19.5	 504370.1	 362724.3	6321163.0	 166696.0	 214435.4	 482231.4	2663903.0	 170221.5	 170868.2	 168859.2	1081974.0	1096789.0	 892431.4	 139295.2	  92219.8	1802161.0	  68261.9	3305462.0	1061060.0	3921024.0	  57164.7
171.5254_214.6	2537944.0	3121513.0	1913666.0	9509807.0	   4770.3	   4770.3	3679464.0	2431897.0	   4770.3	5695315.0	2289468.0	   4770.3	3222582.0	 108313.1	 108313.1	2263897.0	 108313.1	 108313.1	2002689.0	7038827.0	 108313.1
171.5818_76.4	  30776.7	  30776.7	  30776.7	  30776.7	  30776.7	 571171.4	 180838.7	  30776.7	  30776.7	  30776.7	3628503.0	  30776.7	9345463.0	      0.0	      0.0	      0.0	      0.0	      0.0	 116006.8	5343269.0	      0.0
172.0142_174.9	 2961648.0	 6049962.0	 6612929.0	 8847448.0	 5370364.0	 1700137.0	 8523358.0	 3902565.0	  100893.1	 8270638.0	 6812256.0	 1522098.0	 9097672.0	       0.0	 3735571.0	 3939881.0	 2246375.9	 2439275.0	 2497698.0	10777800.0	       0.0
172.0771_30.7	2871262.0	 437371.9	6994398.0	 955835.5	 606718.2	 300847.1	 733718.2	 381983.2	 676391.6	 814205.7	3262328.0	 367184.2	1484166.0	 586893.7	 183213.0	 647851.3	 868415.2	6061225.0	   9672.2	      0.0	 370785.4
172.1081_284.4	 284658.3	 134683.0	 752727.9	  31808.2	  29052.5	  20609.0	1034258.0	  20609.0	  20609.0	  20609.0	 416186.2	 767530.0	 203255.7	 111772.0	 364553.6	 597718.8	      0.0	 453192.6	 591953.9	2061282.0	      0.0
172.1206_95.4	   57340.9	 4740794.0	 2316889.0	   57340.9	   57340.9	 5784646.0	 1146387.0	   57340.9	   57340.9	10685600.0	 1189327.0	 2133680.0	  215861.4	  112153.1	       0.0	  422005.4	 7111139.3	  710879.8	 4623185.0	 1726850.0	10344859.5
172.1526_125	2955338	2942423	3055840	1993682	2534029	1208683	2869944	1582377	2720266	2541856	2893531	1506805	2651696	2581345	1685673	1333219	2707282	1811986	2587296	1304421	2633461
173.0129_176.1	1348526.0	 715958.2	1200704.0	3028970.0	      0.0	      0.0	 439361.8	 615022.4	      0.0	1261909.0	1056054.0	      0.0	 864812.1	 110618.2	 110618.2	 645153.4	 110618.2	 110618.2	 110618.2	1205172.0	 110618.2
173.021_90.5	1255376.0	 865017.0	4967290.0	 526131.6	  62161.5	  62161.5	2526646.0	 576745.2	  62161.5	 694410.3	3357770.0	  62161.5	 469469.0	 944171.2	 609960.6	1875003.0	 745400.1	 394392.2	 376559.1	2594967.0	      0.0
173.0269_130.7	3233652.0	1836581.0	7121712.0	1045054.0	      0.0	      0.0	6430609.0	1877700.0	      0.0	4039805.0	5644042.0	      0.0	3448697.0	 186352.6	1855827.0	2287148.0	1301176.8	 186352.6	 841329.7	2474353.0	 186352.6
173.0673_154	608075200	771194400	488638100	531932400	545280000	718623400	508195000	567653800	595193800	613883300	530091500	 49171180	297855400	301901800	524433000	517523600	        0	477851100	386113300	558279600	521028886
173.0921_223.2	1139648.0	1275074.0	1521339.0	1212955.0	  16987.6	1401762.0	1138195.0	1797290.0	 647484.7	2973048.0	2324995.0	 613925.0	2193979.0	      0.0	2022966.0	1531769.0	 557078.9	 807594.3	 635520.9	2450825.0	      0.0
173.0921_86.3	23589470.0	19302690.0	16345380.0	17009900.0	  133005.0	 5379204.0	 2362343.0	13944110.0	  141523.4	18410170.0	 1371770.0	 1501513.0	 3341855.0	       0.0	19758900.0	 1195029.0	19012101.5	11508450.0	  852087.2	 8454601.0	       0.0
173.1104_289.3	  72057.8	  72057.8	 860073.5	  72057.8	  72057.8	  72057.8	1043402.0	  72057.8	  72057.8	  72057.8	 568313.0	 718611.8	 169874.7	   2497.7	   2497.7	 648374.6	 573947.1	 398404.0	 246432.3	2344825.0	   2497.7
173.1171_33.8	 1483016.0	 1312306.0	 4197228.0	 1329199.0	  677705.4	 2510690.0	 8194048.0	 1060090.0	  719433.0	  878807.6	 1659803.0	 2277424.0	 3250574.0	  828528.2	 1337132.0	 4658141.0	  923167.2	 1040490.0	 1044101.0	11171200.0	  675769.3
173.1285_43.3	 5608504	 3918028	12829040	 4731543	 7274624	 3098575	11944940	 3946376	 2117879	 3144564	 6027897	 4985110	 6363237	 3439988	 1616799	12701170	 4754993	 4690393	 9536647	23861890	 3021087
173.1366_269.2	2096322	2055116	1092220	1793666	2269705	1646369	1256840	1336321	1872947	1554876	1615509	1220877	1456070	1232051	1577341	1445110	1646612	1234662	1400554	1298691	1130579
173.1379_28.6	 85225100	117085100	385168600	162673100	 20807920	112483600	 97282110	157980000	 13172550	203508500	 71373080	 61006190	 47108360	 39948710	112878400	230903700	 66560289	167127300	 70762280	401035500	 27671271
173.5952_128.3	4694108.0	3181299.0	1103715.0	  70073.3	  70073.3	 190692.2	1254399.0	  70073.3	  70073.3	  70073.3	1060133.0	 650464.3	 554368.4	2855708.0	      0.0	1393392.0	      0.0	      0.0	1978937.0	2356862.0	      0.0
173.6079_127.1	  16401.8	  16401.8	1067488.0	  16401.8	1853333.0	  16401.8	2369655.0	  16401.8	 855920.1	  16401.8	 673844.3	 864436.3	      0.0	 543820.6	      0.0	1255497.0	      0.0	1700071.0	1341805.0	2017303.0	      0.0
173.626_284.1	3198912.0	 503233.1	3030409.0	  59917.9	  47769.3	  47769.3	5285359.0	2334810.0	  47769.3	  47769.3	1299275.0	1511838.0	1027804.0	 532034.1	      0.0	2971936.0	      0.0	1585603.0	1544865.0	3913404.0	 466937.2
174.1057_107.5	2546559.0	    735.9	1317701.0	    735.9	 177985.8	    735.9	2508991.0	    735.9	    735.9	    735.9	 433619.1	 578383.5	   6194.1	   6194.1	   6194.1	 963490.5	   6194.1	 482274.4	   6194.1	2814825.0	   6194.1
174.1125_26.9	 836156.3	 900603.1	2180065.0	1213612.0	1068128.0	 725685.8	 960048.4	 682048.9	 296182.3	 920166.3	 493234.4	 557155.1	 744040.2	 606583.8	1420435.0	1138173.0	1006708.4	1450864.0	 684640.3	 137402.7	 193412.6
174.1181_98.3	  425411.2	  527492.9	 7733292.0	   32892.1	  458747.1	 1203542.0	14986420.0	   32892.1	 1208968.0	   32892.1	 3427645.0	 3297407.0	 1302282.0	  662998.4	       0.0	 4835988.0	       0.0	 2231084.0	 2386858.0	13788210.0	  140509.6
174.135_94	 806481.4	1352757.0	7671846.0	  21012.4	 828714.8	2719334.0	8512930.0	  21012.4	 599224.8	 556135.5	3885752.0	3690164.0	2786075.0	 907176.5	 459303.3	6102029.0	 406860.5	3567042.0	8107670.0	9935005.0	 414345.1
174.1431_38	 4671631.0	 6524803.0	26999900.0	10890270.0	  175551.7	 7580717.0	 4677990.0	10190430.0	  289657.0	13501090.0	 4122495.0	 3325969.0	 2119332.0	 2230445.0	 7729772.0	17056410.0	 4093280.4	11421340.0	 4252741.0	30013030.0	 1463624.9
174.8816_81.3	 5391086.0	 1752469.0	11197030.0	       0.0	 3968340.0	 9217700.0	 4802294.0	 5122049.0	 6375014.0	       0.0	 4984535.0	       0.0	  216959.8	  216959.8	  216959.8	  216959.8	  216959.8	  216959.8	 3744162.0	 3612588.0	10715119.8
174.9891_32.7	 42769.3	  9650.0	  9650.0	525053.3	  9650.0	  9650.0	  9650.0	  9650.0	  9650.0	  9650.0	  9650.0	  9650.0	     0.0	     0.0	     0.0	 10133.3	     0.0	     0.0	     0.0	     0.0	     0.0
175.0016_42.5	24229060.0	44418270.0	56299110.0	39909990.0	  639042.6	 6575261.0	32025110.0	28305170.0	 1010806.0	50856370.0	 8368850.0	13564140.0	20517670.0	 4783091.0	24741910.0	25327680.0	18397754.0	24241810.0	14838560.0	38962310.0	 4017629.2
175.0342_30	       0.0	       0.0	   38599.3	37129770.0	       0.0	       0.0	       0.0	 6670264.0	       0.0	       0.0	       0.0	       0.0	  361203.9	  361203.9	  361203.9	  361203.9	  361203.9	  361203.9	  361203.9	  361203.9	  361203.9
175.0648_149.4	 86301320	109472100	 68400260	 72634880	 49132660	102200700	108576800	 79770180	 71332500	 86197040	 75030770	  8589337	 45319480	 40510790	 66106040	 73424670	        0	 66354320	 46677550	 68780790	 74917399
175.0714_76.4	2055263.0	2719442.0	5690854.0	3749435.0	  25052.8	1106540.0	1896564.0	2106025.0	 383579.2	5787043.0	1504712.0	   7623.4	2008077.0	  82795.7	1684771.0	1570764.0	 619821.3	6108745.0	1273100.0	4466641.0	 806383.7
175.0767_106.7	13290270.0	14251750.0	 7749472.0	17119030.0	  632735.4	 4200042.0	10802760.0	10640290.0	  371892.8	11766500.0	11717300.0	 4840351.0	13319090.0	 1160485.0	15104610.0	 8787095.0	 5930815.4	 4611991.0	 1923757.0	17537740.0	   60506.3
175.1042_103.9	10734310.0	 8799978.0	 6701769.0	 6518740.0	   92013.1	 2348688.0	 5106067.0	   92013.1	   92013.1	   92013.1	14385260.0	   92013.1	 5074967.0	 6191056.0	       0.0	 6922307.0	 3696820.3	       0.0	 5375393.0	11073820.0	       0.0
175.1077_59.7	 2828311.0	 6213993.0	16241340.0	 2277943.0	 1057282.0	 5453695.0	14896600.0	       0.0	 1013874.0	 2066158.0	11627490.0	 5602743.0	13189710.0	 2401427.0	 3048973.0	18900180.0	 1548333.7	 8196073.0	 4840754.0	26515410.0	  785184.3
175.1161_107.6	      0.0	      0.0	1659401.0	2292319.0	  65103.5	 660987.2	1466600.0	8981144.0	      0.0	      0.0	1548802.0	      0.0	 301874.4	 301874.4	 301874.4	 301874.4	1613004.1	 301874.4	 301874.4	 301874.4	 301874.4
175.119_107.7	3648467000	3801916000	2211157000	4244264000	 273300600	1107919000	3351654000	2539443000	 193068300	3294285000	3063104000	1156779000	3324840000	 455939400	2790623000	2450214000	1717205174	1254213000	1196693000	4858877000	 249214672
175.1338_107.4	5537904.0	2485216.0	4257814.0	9964674.0	5135906.0	2461182.0	6401923.0	  14019.9	  14019.9	  14019.9	  14019.9	  14019.9	5928731.0	 628296.8	  20410.9	5107172.0	3605571.3	  20410.9	3236591.0	9676544.0	  20410.9
175.161_107.1	12197940.0	13443910.0	 7316809.0	15134960.0	  687116.2	 3270654.0	10669590.0	 9326766.0	  389490.0	 6872786.0	11035500.0	  120722.1	 9733798.0	  729583.0	10174140.0	 7452490.0	 3814673.7	 2740706.0	 2948896.0	15513430.0	  293625.1
175.5133_267.2	1278720.0	5104493.0	 906945.2	  19182.9	  19182.9	 950662.4	  19182.9	  19182.9	  19182.9	 684868.4	  19182.9	 507305.6	 277647.8	 266652.2	 559758.9	 808930.4	 751245.6	1019635.0	 369808.7	   5268.0	 850127.9
175.7402_107.9	1070210.0	 978510.4	 532204.0	1039875.0	      0.0	1816768.0	1256313.0	 561347.6	2596936.0	 753280.7	 648696.3	1788168.0	 665857.2	  80583.7	 764441.8	 504646.5	1944253.3	1178353.0	 666017.7	 938611.6	  50572.1
176.005_42.5	1511702.0	1180770.0	2340872.0	1820080.0	      0.0	      0.0	2185491.0	 977067.2	      0.0	1941983.0	 952404.3	1183038.0	  49276.7	 117959.1	 776410.4	1877359.0	 661468.2	1178500.0	 450550.4	1797348.0	  49276.7
176.0295_72.2	 444646.1	4301101.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	 280374.7	 280374.7	 280374.7	 280374.7	 280374.7	 280374.7	 280374.7	 280374.7	 280374.7
176.0659_50	  11652.7	  11652.7	3435995.0	  11652.7	2340191.0	 784589.4	2281471.0	3454593.0	  11652.7	  11652.7	  11652.7	 962340.7	2157074.0	 784018.9	 112887.9	3144506.0	 540494.1	 112887.9	 577964.2	5637203.0	 112887.9
176.1112_72.7	      0.0	      0.0	3087127.0	      0.0	      0.0	      0.0	 668194.7	      0.0	      0.0	      0.0	      0.0	8595843.0	  70271.6	  70271.6	 306755.1	 530951.9	  70271.6	  70271.6	  70271.6	 870957.2	  70271.6
176.116_106.2	45929390	47201370	28779690	53548510	 3367508	13275850	40629710	32472550	 2315044	39928270	38291900	14098060	40085220	 5195583	34815250	30027180	21298083	14863120	14381730	62011270	 2605867
176.1223_106.2	211534300	212773700	142877500	247510000	 15622840	 58721010	201091900	148925200	 10558100	187773100	186960800	 71912810	200139000	 25451680	177557400	141801600	102471249	 64320400	 73699150	300344600	 14876060
176.1255_108.4	1548783.0	1469326.0	 623753.8	2547155.0	 328190.3	 505911.7	1729320.0	  43049.8	  56334.2	2017642.0	3514035.0	 410111.4	1286997.0	1392635.0	      0.0	1563531.0	1686670.0	      0.0	 659071.6	2764976.0	      0.0
176.4761_209.6	1382522.0	1826133.0	1185329.0	 186376.6	1809638.0	 186376.6	 186376.6	 186376.6	 506793.4	 186376.6	1444370.0	1597296.0	2259428.0	1444628.0	2079539.0	1684665.0	1840427.4	      0.0	1459735.0	1881915.0	1614539.8
176.9924_98.5	1642309.0	2828750.0	   9063.8	1657025.0	   9063.8	   9063.8	   9063.8	1007824.0	   9063.8	1515524.0	1119652.0	   9063.8	 461376.0	  36494.0	 646525.9	4688392.0	 691463.0	  36494.0	  36494.0	 615390.7	  36494.0
176.9998_42.7	2068623.0	2826686.0	3384191.0	2270289.0	      0.0	      0.0	1632476.0	1823612.0	      0.0	3047710.0	1392176.0	 633068.2	2314565.0	 283446.6	1673547.0	1410460.0	1106349.6	2274793.0	 831681.9	2227981.0	 202204.9
177.007_40.1	5153549.0	  50313.9	 183368.3	1242750.0	  50313.9	 635414.1	  50313.9	1377019.0	  50313.9	  50313.9	 855187.6	 697115.7	      0.0	 817917.9	 848544.2	1076184.0	1213777.6	 315610.8	1475472.0	1691882.0	 676840.3
177.0247_91	27417490.0	37223680.0	  308117.9	14334470.0	  308117.9	 3470049.0	11032840.0	13300810.0	  308117.9	17231870.0	21644030.0	10079230.0	14605740.0	  568079.1	14567460.0	 8776298.0	29831222.6	       0.0	 7549246.0	12258120.0	  663554.3
177.0329_223.4	 624283.6	1635570.0	1966667.0	2548160.0	      0.0	 674068.2	1302719.0	3699537.0	      0.0	5771880.0	4063823.0	 797325.0	3545191.0	 313191.8	2638874.0	3303828.0	1175449.4	1030244.0	1279242.0	7133071.0	  67328.9
177.0409_34.7	 4792496.0	 7684484.0	10072650.0	 9109758.0	 1307115.0	 2440370.0	 7477595.0	 6916437.0	  847300.8	 9043971.0	 8398563.0	 2945421.0	 8933303.0	 2008624.0	 3686603.0	 7560702.0	 2869351.0	 6329559.0	 4877665.0	20028260.0	 1410299.0
177.0504_34.2	  47327.2	 421453.4	1763414.0	 128365.5	 447062.3	 645995.4	 949891.7	 687410.1	2213542.0	 234530.2	  61937.1	  51712.0	1209923.0	      0.0	 731366.3	 724576.9	  22306.1	2999700.0	 628675.4	      0.0	  57004.4
177.0692_174.4	 811925.6	1172730.0	1531324.0	1747759.0	      0.0	      0.0	1803388.0	 752259.6	      0.0	2207120.0	2188442.0	1826652.0	2095793.0	  50448.5	 936105.0	1206770.0	  50448.5	  50448.5	 708104.4	2850348.0	  50448.5
177.0773_36.9	  42538.6	  42538.6	  42538.6	1140242.0	  42538.6	  42538.6	  42538.6	1144155.0	  42538.6	2471988.0	1266853.0	 528163.6	 693098.6	 307791.6	 918914.8	 900773.7	1532099.5	      0.0	2501030.0	1872802.0	      0.0
177.087_95.6	2109232.0	2642387.0	2823640.0	1524465.0	 388296.0	1095939.0	4347171.0	1138345.0	1273590.0	1347555.0	2560760.0	2350742.0	3390725.0	      0.0	1284680.0	4679308.0	 745986.3	3573416.0	1059216.0	8311535.0	      0.0
177.1004_89.3	    395.5	    395.5	 146292.6	 154857.4	    395.5	  37094.5	    395.5	  16849.8	    395.5	    395.5	    395.5	    395.5	6273983.0	  19104.2	  19104.2	  45715.2	  19104.2	  19104.2	  19104.2	 324718.3	  19104.2
177.1194_106.9	2322120.0	2457873.0	1330563.0	2679470.0	  66069.4	 464931.3	1952864.0	1544726.0	  18899.9	1932744.0	1691327.0	 670176.3	2203530.0	 228486.8	1881792.0	1428957.0	1027180.2	 753756.7	3219476.0	3029991.0	      0.0
177.1233_106.3	12348590.0	12503820.0	 7272208.0	14193820.0	  811487.8	 3498108.0	10507210.0	 8447322.0	  480217.1	10542070.0	10093770.0	 3626902.0	10523290.0	 1241773.0	 9034343.0	 7526026.0	 5520161.4	 3693099.0	 3601152.0	16138840.0	  737201.4
177.126_107.2	6052784.0	5162733.0	2568038.0	7332636.0	 547672.3	1541646.0	3948593.0	3123393.0	 150940.3	3715906.0	4124044.0	1514965.0	4894650.0	1245685.0	6041393.0	3376551.0	2580275.0	2157296.0	1300384.0	8884208.0	 108683.2
177.9481_250.9	12070.5	12070.5	12070.5	12070.5	12070.5	12070.5	12070.5	12070.5	12070.5	12070.5	12070.5	12070.5	    0.0	    0.0	    0.0	    0.0	    0.0	    0.0	    0.0	    0.0	    0.0
178.0008_244	2576926	3554594	2609695	5877685	2226321	2971477	3753774	3584127	2047698	4220272	1324462	2437284	5028997	2033359	3526912	4322235	3337190	4712454	3893875	4781812	1987823
178.0086_88.2	7826484	9258545	3896133	4459603	3618341	1923683	3981018	4644102	4143149	4515679	5933855	2351604	4214410	2648524	1434018	2621972	5321453	2364306	2581452	3598147	2834120
178.0241_62	 761195.2	1072815.0	3146708.0	 747389.2	 213701.3	1378516.0	5309626.0	 483341.6	 654093.8	 792580.7	1379514.0	 682064.6	2547551.0	3283862.0	 386198.0	1930641.0	 499136.6	1182061.0	4533776.0	4333314.0	      0.0
178.0277_119.4	  863590.4	 1205112.0	   50527.4	 1443424.0	   50527.4	   50527.4	   50527.4	12068080.0	   50527.4	 8625068.0	  604830.9	 7467522.0	  290603.3	       0.0	  162316.1	 7985447.0	  785774.9	       0.0	 7807997.0	 5567475.0	       0.0
178.0588_107.6	 6717589.0	12603750.0	 6616384.0	14886100.0	  687951.7	 2677727.0	 8619441.0	14431650.0	  598817.2	23055010.0	13613780.0	 4787413.0	16694270.0	 1408936.0	15371650.0	11078660.0	 8284736.9	 5995811.0	 6034606.0	19212210.0	 1337034.6
178.0863_21.9	1864420.0	2210428.0	1215625.0	3327792.0	 131343.9	 710205.2	 154267.6	2168153.0	 125964.2	3156287.0	 624337.1	 175809.0	1160159.0	 150407.4	3349644.0	1499292.0	1220943.7	 936974.3	 107869.8	3674391.0	 148041.1
178.1079_283.9	1248816.0	1991895.0	3066574.0	1183053.0	1029537.0	1245201.0	5222177.0	1145860.0	1481764.0	1617916.0	1682817.0	1836956.0	 803666.0	1196309.0	 829245.9	2598394.0	 955745.3	1644705.0	 905585.1	5201954.0	 659640.9
178.1265_109	 490215.4	 641789.8	 287139.7	8533514.0	  67126.2	 207525.5	 461566.5	 812101.7	  67126.2	 383680.8	2932822.0	1258088.0	 327117.1	3234122.0	 396803.7	 374146.1	 280882.2	      0.0	1588250.0	 595253.5	      0.0
178.9915_26.9	 726974.2	1346317.0	  64977.1	1409325.0	  48983.7	 613448.0	 377397.3	2301376.0	  45122.9	1654256.0	1692760.0	1667969.0	3538407.0	 192721.2	 925838.1	 744817.4	 669642.2	 478797.7	 310053.7	 800228.3	 120968.6
179.0904_106.1	1603380.0	2624491.0	1353304.0	2711652.0	 643195.5	 606851.7	2660979.0	3332310.0	1305523.0	4422107.0	3498910.0	1306205.0	3309018.0	 829808.1	2532591.0	2256394.0	1628562.5	1180640.0	1312346.0	3714439.0	 406862.7
179.1276_95.1	4684674.0	 370489.6	1720486.0	1234096.0	  42574.1	 164836.9	 889780.7	7857166.0	  42574.1	  69907.4	 316393.9	 352034.3	 888547.3	 149128.1	      0.0	2782178.0	      0.0	2100791.0	 838932.6	2240121.0	      0.0
179.1282_273.3	 292059.1	  29205.9	2093460.0	  16965.7	  16965.7	  38250.2	5646709.0	  16965.7	  74737.8	  16965.7	1178100.0	1905699.0	 852171.1	 547848.7	      0.0	1885329.0	 141677.2	1066646.0	 916706.2	5425492.0	  10400.8
179.5142_236	 2342493.0	 6204854.0	 2268405.0	 5979943.0	 1815055.0	 1329622.0	 2676652.0	 5562090.0	       0.0	15138790.0	 7843617.0	 1307310.0	 7804093.0	 1048876.0	 4102270.0	 5614824.0	 1518293.5	 1944581.0	 1925620.0	14013550.0	  100495.9
179.9856_136.3	5872323.0	5308117.0	2915949.0	3395101.0	1380138.0	4423747.0	4126277.0	2015714.0	  96072.0	3077438.0	3235300.0	  96072.0	3869038.0	2423939.0	3554936.0	      0.0	      0.0	1796340.0	 190794.4	1171495.0	2732984.7
180.0037_72.6	 5587132.0	 5555313.0	 3695971.0	 7748072.0	   77579.1	   77579.1	 2721706.0	 4557252.0	   77579.1	 7456485.0	 4334822.0	   77579.1	 4849354.0	  950047.6	11517560.0	 7716035.0	 5406818.9	  127811.1	 3574522.0	 9216200.0	  127811.1
180.0146_71	3400.8	3400.8	3400.8	3400.8	3400.8	3400.8	3400.8	3400.8	3400.8	3400.8	3400.8	3400.8	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0
180.0611_139	1141434.0	  16020.2	  16020.2	1076003.0	  16020.2	  16020.2	2856834.0	3623097.0	  16020.2	5656802.0	  16020.2	  16020.2	2204474.0	      0.0	3642132.0	      0.0	      0.0	      0.0	      0.0	3246387.0	      0.0
