"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"663.4064_27.9","13623.4","13623.4","1154155","2728728","13623.4","13623.4","13623.4","24.6","24.6","213937.4","13623.4","289675.3","13623.4","254261.4","162647.2","110615.2","24.6","318722.5","286899.4","2804005","24.6"
"664.1154_284.7","201999.5","1127687","575923.2","951247.6","295743.1","640337.8","1180729","756850.2","600473.7","1324978","2165873","249083.8","104338.8","548323.6","92436.1","613746.8","24.6","376553.1","197500.6","1374449","70327.8"
"664.7615_283.1","5633648","1806941","4779726","4289193","5361470","3435677","3205702","2439368","2521441","1119644","2111707","3834742","1889782","2481229","6909487","3919473","3313436","7969378","3050675","784180","1715173"
"664.9292_59.7","1115666","94047.9","669123.7","94047.9","94047.9","94047.9","94047.9","595873.2","1302731.9","642360.4","94047.9","966824.5","459964.9","94047.9","3711968","24.6","840296.1","1439367","1128098","1670622","595589.5"
"665.0028_108.3","635907.8","826902.1","512659.1","488358.3","575444.7","673908","677326.4","1033905","314516.9","654421.8","16147.5","968823.6","16147.5","1574152","435477.5","955260","310160.5","659764.7","374846.4","978494.2","24.6"
"665.1201_284.6","24.6","24.6","595691.6","480411.4","24.6","24.6","24.6","349307.3","6208.5","469635.7","24.6","117567.3","24.6","400492.4","24.6","6208.5","6208.5","6208.5","6208.5","6208.5","6208.5"
"665.1432_108","285956.1","666560.2","6228318","527312.7","27997.6","998672.7","840472.2","542230.9","1629635.9","24.6","27997.6","566207.6","27997.6","833637.6","243601.5","1557985","24.6","1682793","837756.5","2527012","24.6"
"665.2445_26.6","104637.4","104637.4","155674.8","104637.4","104637.4","104637.4","104637.4","24.6","24.6","24.6","104637.4","104637.4","104637.4","104637.4","104637.4","24.6","6515709","4050955","24.6","24.6","24.6"
"665.4609_31.7","719678.6","108789.9","807644.8","222446.6","279360.4","613376","399762.4","629231.7","1543951.2","527369.9","417351.9","219527.1","539682.7","1590843","697083.1","24.6","1076636","836882.7","1380692","640774.8","634378.7"
"665.4955_29.7","503003","113542.3","2217173","1368","1368","1368","1368","43498.9","43498.9","1450419","1368","1368","450538.9","1368","1368","43498.9","43498.9","43498.9","43498.9","43498.9","43498.9"
"666.502_50.2","41261860","172730.3","172730.3","172730.3","21921570","11402560","18281430","14379360","14397221.8","24.6","9934382","13656740","17835810","14172730","5612676","1522401","761173.2","12939670","18342600","28975980","24.6"
"667.1087_87.6","85838.4","56424.4","7025380","56424.4","56424.4","56424.4","56424.4","24.6","1578383.6","24.6","56424.4","56424.4","56424.4","56424.4","56424.4","24.6","24.6","24.6","24.6","24.6","24.6"
"667.2297_247.4","1191605","24.6","557580","607247","24.6","715447","611129.5","550665.2","20987.6","329426.6","24.6","701497.4","24.6","517369.4","908721.9","1468458","20987.6","1069657","2820964","2039900","20987.6"
"667.326_65.7","297306.3","27549.6","27549.6","458070.2","27549.6","1444543","27549.6","205974.6","152465.8","186112.9","359861.7","1110911","253768.2","389648.7","1671093","1745088","1143001","135271.1","153331.4","103924.9","277989.8"
"667.4371_31.3","486694.3","414121.6","712608.5","1523483","34551","34551","476365","338306.2","211628.9","182070.2","93509.5","724233.6","460818.5","746722","306615.1","184102.9","210598.7","709804.4","1295698","948180.7","230175.1"
"668.6187_26.2","1997107","24.6","24.6","24.6","1594104","24.6","24.6","765910.4","1495929.8","1802603","24.6","24.6","1187532","1737950","1266729","150062.3","1500892","845944.8","924833.2","150062.3","701277.7"
"670.4664_41","9094910","13401040","6668772","6105886","23447920","8543182","26721920","3139622","16076846","9396595","7340786","11614890","3229630","10815560","4803449","17947830","5358488","11284210","21315140","14273290","5976027"
"671.4708_27.5","9386454","47510.7","1084053","47510.7","1502286","1070000","1090261","850162.4","841077","961774","524949.3","47510.7","5878940","893323","984063.5","24.6","540113.1","956216.6","1119043","1850548","1036457.9"
"673.9171_97.9","2445511","5861721","43291.6","4095426","666980.3","2737049","4322814","4143396","3098432","24.6","3675662","1937113","43291.6","2225820","842939.5","3701882","24.6","1418104","555084.2","2264979","24.6"
"673.9959_290.3","677219","1104642","776541.6","620950.1","20081.3","607376.2","1406034","1276310","1098314.4","1971127","20081.3","20081.3","20081.3","434731","160017","2257139","24.6","401528.7","531501.7","1185426","24.6"
"674.9126_61.1","3084911","3579481","1321613","5814497","2227577","5520906","2375814","3254184","922657.1","4314977","2231230","1963118","1402262","2140512","1900775","4219236","1948751","2890229","2239794","1500656","508783.4"
"675.4654_25","76735.8","6694.4","245311","6694.4","6694.4","6694.4","1097864","54771.1","809073","155292.4","6694.4","836111.1","6694.4","6694.4","174967.3","54771.1","642736","402324.1","315749.2","54771.1","185292"
"675.5435_34.9","39291.9","39291.9","39291.9","39291.9","39291.9","39291.9","39291.9","24.6","9432169.4","24.6","4246096","39291.9","39291.9","39291.9","39291.9","24.6","24.6","24.6","24.6","24.6","24.6"
"675.9064_60.3","6483938","49017.7","736843.2","49017.7","49017.7","49017.7","49017.7","24.6","1186902.5","24.6","49017.7","49017.7","49017.7","49017.7","689660.7","24.6","134371.1","948365.9","817094.2","24.6","24.6"
"676.2862_42.5","15805.8","15805.8","718097.2","15805.8","142999.9","15805.8","131364.6","169675.1","396256.2","329533.7","247188","304445.4","15805.8","467572","225578.9","474122.5","131215.5","1639131","487871.4","3275918","26551.7"
"676.554_54.2","10101330","12645060","8431354","5421945","5189810","595168.5","11114480","6138839","7472716.2","4171700","595168.5","595168.5","5301752","7578210","10023170","9747333","5473209","7208464","14190810","12455780","22279357.4"
"676.9097_61.1","18069470","148610.4","6417720","148610.4","1207349","148610.4","148610.4","24.6","21543715.6","1166785","148610.4","148610.4","10195940","20692550","16309540","24.6","6048630","24.6","669408.2","24.6","1637016.5"
"677.5104_36.2","304895.3","61964.1","61964.1","61964.1","1060218","61964.1","61964.1","446460.2","1451609.2","24.6","61964.1","61964.1","268546.3","61964.1","917753.9","24.6","421467.8","604678.6","1214179","2075354","351140.5"
"678.3015_44.3","5498","5498","29169.9","5498","5498","5498","5498","24.6","24.6","24.6","5498","5498","5498","97485.6","5498","24.6","24.6","24.6","24.6","24.6","24.6"
"678.3328_25.7","22629.8","541503.5","1269613","380115.2","667539.7","3394964","539577.4","699255.8","24.6","997919.3","484067.9","471836.6","800164.4","856395.9","277813.7","24.6","473413.6","594318.2","767383.1","24.6","782423.8"
"679.4383_29.7","618654.4","739125.3","1450821","328092.9","690076","653035.4","721764.7","1046735","892984.5","24.6","1374963","900635.8","698447.7","1576282","350718","24.6","24.6","466152.6","196382.2","24.6","257751.9"
"679.5143_28.4","840325.6","25480.8","785030.9","25480.8","25480.8","25480.8","25480.8","1053765","294117.5","442064.3","25480.8","25480.8","483333.4","648315.8","616438.4","579491.9","24.6","239181.7","669012.2","1310094","24.6"
"679.7235_87.5","1743797","3085512","2129677","2169530","1324968","1702999","4195923","1799028","1437412.3","3246375","1735671","2055973","36322.1","1518131","1650308","7357.6","1027428","1776694","948792","602538","1227894.3"
"679.9661_177.5","866986.4","2327205","4557347","2338058","1070574","1336488","3274477","1487080","687357.6","1765944","56611.9","4541700","56611.9","5256310","1117358","4249448","1502766","2635312","2527916","5374137","388691.8"
"681.9093_83.7","3525973","3090235","1108455","7008085","684180.6","4360223","3432592","1659394","1196621","410491","24.6","2167659","397679.4","3202833","719050.2","11935680","626101.5","1857343","663139.2","3064652","144450.1"
"682.5415_30.6","77081.2","77081.2","77081.2","521205.9","77081.2","77081.2","77081.2","1841094","2647706","24.6","447739.7","352615.5","77081.2","2964729","77081.2","1672272","24.6","593877.6","3101025","1858579","24.6"
"682.562_48.9","1084532","75175","1650542","1275873","593415","75175","75175","607393.7","560217.6","24.6","988481.9","547152.8","75175","75175","75175","776639.7","1511968","24.6","1027388","1387432","674572.3"
"682.5884_55.1","2036266","196482.9","15042010","409736.6","1787535","196482.9","196482.9","1304786","4217030.1","24.6","301232.6","196482.9","196482.9","196482.9","6278392","24.6","1404773","3873770","599889.8","896712.5","12181227.1"
"683.4651_29.6","230048.2","594199.3","27829.2","27829.2","27829.2","561955.1","355855","417327.7","617828.7","24.6","27829.2","405931.1","27829.2","688095.8","717703.9","597912","24.6","567017.1","1219926","1454390","24.6"
"684.1946_37.3","130761.2","166860.8","44586.9","108453.9","44586.9","44586.9","44586.9","313758.2","20442.9","220381.1","87983","246185","44586.9","44586.9","337580.1","24.6","548071.1","441349.3","1345129","115906.8","338220.4"
"684.4659_40.1","79177.4","79177.4","79177.4","79177.4","79177.4","1359767","79177.4","24.6","24.6","24.6","79177.4","496085.5","79177.4","6663040","79177.4","24.6","24.6","7931198","4978647","6222598","24.6"
"685.9654_94.8","590174.5","2203534","906865","3734247","116868.7","423383.5","1373219","2069729","1923332.9","24.6","94136.8","94136.8","2700052","1431037","94136.8","1984876","960889.2","450041.7","740371.3","3450122","1412214.8"
"686.1222_111.3","5914135","7834868","6823910","3868847","2222195","3448068","7353711","3238983","1340332.7","2391252","1193324","5358754","375206.1","2151623","1763524","4493393","1267610","5216043","3036773","8237236","2832644"
"686.5805_55.1","531050.4","81982.9","1079678","202565.6","81982.9","81982.9","81982.9","1030094","994111.4","864262.9","81982.9","81982.9","81982.9","8562019","1363946","24.6","997067.6","8099761","905210","754272.2","729767.5"
"686.6215_111.9","1487019","1903164","6828018","1986019","1786614","3285870","4771441","1921489","2448622.4","3018119","83759.7","3402079","1025521","1431624","2613894","2472020","1831738","5157620","3008962","2481691","937749.7"
"686.9857_107.8","2655820","3463020","2428706","4486241","1675082","3982148","5015205","4728071","3133304.6","2179617","463581.6","4086860","423692.4","4333199","2088671","4522619","1190671","3831874","2376306","4974884","662001.4"
"687.4213_50.1","1758722","3045944","2389007","2238231","1386083","1403886","1051107","1204074","1630364.1","1939527","781177.6","883747.9","1072370","1546937","797349.1","2213879","532127.9","557924","989492.4","624329.9","533470.6"
"688.5213_29.7","1553332","2011978","1487132","815120.9","2945553","2282294","1545454","1998296","2495400","1214656","2552812","770144.2","2124624","13154120","7617780","84231.6","932008","6658359","5254309","9283864","7742207.5"
"688.7412_64.7","12085900","11412620","11659400","15973730","10533350","18232340","25020910","7461559","1412728","9233897","15361780","13999020","12949960","7922679","2524208","10999870","10853450","2378616","8315560","17277220","11166568"
"688.9087_70","171295.6","7971795","12294990","17346900","2314606","10118170","3908351","11937520","1746002.9","9070141","6560967","8092380","7332206","171295.6","453760.4","1861649","2218260","7257854","24.6","7041920","2503164.9"
"689.89_98.5","931155.1","1604063","14072.4","1088415","14072.4","488336.9","1036614","1309326","1340161.7","24.6","14072.4","14072.4","14072.4","14072.4","14072.4","972638.8","24.6","24.6","24.6","1103917","24.6"
"690.508_30.9","8755.6","8755.6","3842737","8755.6","8755.6","8755.6","8755.6","175110","1675.4","2827308","8755.6","8755.6","8755.6","1034206","8755.6","1675.4","1675.4","1675.4","1675.4","1675.4","1675.4"
"690.5966_39.1","157743.2","157743.2","157743.2","10201670","923369.5","12761750","17030940","15926510","3130740.5","1698996","157743.2","157743.2","11268800","11509490","16966340","19141980","11879950","14997040","15350210","24.6","1417911.2"
"690.8904_228.8","18265","18265","18265","18265","18265","18265","2553636","803049","330835.5","24.6","18265","18265","18265","916871.4","139608.7","1736044","24.6","767458","469481.7","1835317","24.6"
"691.5073_30.1","16625.1","16625.1","1890821","16625.1","1894440","5898332","16625.1","71928.5","71928.5","560430.8","16625.1","16625.1","131025.9","43235.1","1450180","6904666","71928.5","71928.5","622747.8","71928.5","10472093.5"
"692.5953_52.5","2042813","154506.4","154506.4","1854277","154506.4","3478805","2724315","2905209","24.6","1778113","2122394","154506.4","10579490","154506.4","154506.4","666598.2","2135975","24.6","7004108","2850827","7671530.6"
"692.6164_54.9","161335.5","161335.5","9344795","161335.5","161335.5","161335.5","161335.5","1375446","2184874.9","6911285","161335.5","161335.5","161335.5","161335.5","7932403","24.6","2226346","2209069","24.6","24.6","9738.6"
"693.4242_26","9419790","46290.4","472671.2","46290.4","46290.4","1196583","11161570","1229694","24.6","24.6","637123","494663.4","3331461","46290.4","46290.4","24.6","5170586","24.6","24.6","4347260","24.6"
"693.5272_33.8","24.6","24.6","2022130","24.6","475809.3","24.6","24.6","82178.8","82178.8","681092.7","24.6","24.6","475288.6","3106620","24.6","2288618","5521206","1297805","82178.8","6186080","2539262.3"
"693.5639_33.9","264580.3","37157.8","37157.8","37157.8","37157.8","37157.8","37157.8","24.6","24.6","24.6","37157.8","37157.8","37157.8","37157.8","286503.4","3935844","565639.7","627584.7","289938.9","24.6","3610431.7"
"694.6141_54.9","139546.5","139546.5","1492804","139546.5","139546.5","139546.5","139546.5","1724424","5355519.7","24.6","139546.5","139546.5","139546.5","139546.5","8351256","24.6","2066383","1974049","171048.8","24.6","1784973.4"
"694.9901_60.1","103500.9","9792297","1583208","771735.3","1456581","1222691","1947332","1581341","1506861.3","24.6","1514672","1306709","1525180","1970400","103500.9","24.6","24.6","3017348","3077193","554647.4","24.6"
"695.1991_44.7","504460.8","628593.5","12414.9","12414.9","12414.9","1284859","554703.7","127844.9","225893.5","338590.3","12414.9","1317819","161215","1031753","876736.9","1527736","72706.4","694734.7","671399.9","472366.1","255406.7"
"695.8992_97.9","2556317","3762705","39088","3456109","39088","2524599","3214551","2665523","2035442","24.6","39088","1539428","39088","2172055","39088","1906900","24.6","1030802","24.6","1617241","24.6"
"696.6106_55","57942.8","57942.8","632547.2","57942.8","57942.8","57942.8","57942.8","908447.6","894852","24.6","57942.8","57942.8","57942.8","57942.8","57942.8","24.6","24.6","1081350","1797251","24.6","1433471.7"
"696.6512_36.2","9882784","2265536","9743370","5513118","7603046","7526176","6215737","7850564","35274983","8059863","3450452","1122846","4038988","9488309","6039414","3387448","4738999","9707766","9712222","4813038","8621512"
"696.9919_91.5","992078.8","21836.4","21836.4","21836.4","21836.4","21836.4","21836.4","810196.7","428322.4","24.6","21836.4","21836.4","21836.4","2426019","21836.4","2065775","24.6","510060.7","467192.6","1328917","24.6"
"698.9504_102.8","1009586","850226.1","771895.1","1185603","39799.2","448588.1","1231296","24.6","24.6","24.6","39799.2","498456.7","39799.2","2123212","39799.2","787187.1","24.6","24.6","24.6","1803145","24.6"
"699.5024_28.8","2947207","1063727","6024483","1366279","1856198","3101110","2385586","2512401","8964799.4","1236226","2015797","1264113","2795520","4202905","3389356","183925.6","3657419","2755042","4355008","3600728","2033173.1"
