"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"241.1547_66.2","14492090","18323750","2898884","17642340","2570375","13508000","14393680","15863080","11227365","2329246","156090","5387010","7844325","6469363","3019022","8328106","3638971","3127276","2946619","10228890","1026617"
"241.1798_28.3","393349","19245140","385716.3","20113190","705356.5","15359510","12201090","22790380","11425193.7","335256.6","297951.8","7367222","297686.5","5648836","1890999","13222160","124160.8","3957349","24.6","238460.2","24551.5"
"241.9978_44.9","28040830","31079010","36663100","34706660","20553900","35982680","40484290","41674950","28098633","33549490","6597833","40751560","6150654","45682510","35491140","51044360","16070310","62339010","37039100","76062910","5997679"
"242.0052_131.5","12247340","17474070","6153780","11902860","3152404","15147770","21360010","14235330","9455054.6","1300322","177903.7","2136206","177903.7","8836101","177903.7","8041601","24.6","8341437","2919736","13229560","24.6"
"242.019_59","504037.7","710673.5","1865848","630346","24.6","24.6","595274","237393.6","237393.6","509505.3","24.6","2506317","24.6","922830","24.6","971773.3","237393.6","1191298","2668328","2217542","237393.6"
"242.0345_192.8","173248200","278474400","176099900","269834100","173042100","269769500","379775700","240857300","133491894","153105100","87823230","324598900","98430890","172480600","188342500","326184800","91903370","271562000","156521900","343094000","95359425"
"242.0513_68.6","16798710","20658640","12932750","32514550","3443266","21678060","30133370","23395230","16559379.4","3979292","972490.8","17671980","1269561","20256370","7933899","16213850","2866788","17008910","14558170","31144460","445822.2"
"242.0747_96.2","1795734","24.6","5672843","470572.1","892698.4","24.6","24.6","73524.4","670546.3","280024","24.6","2420658","24.6","1074726","596313.9","820147.5","73524.4","6631649","458458.4","1441405","73524.4"
"242.0997_32.4","14199090","23877440","24025990","34778050","4776811","22493940","36039280","15950610","6284779.5","25375520","1441669","13688390","729821.8","15392240","2042997","18640420","990610.1","19663320","6651401","31694750","24.6"
"242.1499_35.7","65781.8","1149076","10034960","65781.8","586786.7","65781.8","791151.6","24.6","24.6","5748940","65781.8","2405235","65781.8","1922232","1007558","3142461","237971.7","2717666","1142372","2822602","24.6"
"242.5095_173.9","8972875","13222680","22819170","20980340","4351441","12756300","19813810","12290260","3830060","13396420","225424","34070850","1395125","19570290","7742699","16078510","2922539","21531120","10760830","39693720","24.6"
"242.5619_168.3","4509301","7639379","20298250","16240680","5424968","10270700","13357840","11422190","2508808","6712054","1780636","17545010","1742962","18995620","4057966","16485010","459.2","16090920","2483018","22986590","712088.6"
"243.0012_46.5","2317437","6647756","7083453","154281.5","154281.5","2711422","4620724","3584554","2341819","3738216","154281.5","2413542","154281.5","3690955","3192804","4836210","1520244","6208061","3335118","6614549","4011326.1"
"243.0266_281.2","1405720","3136016","1212079","2769504","24.6","1687151","2549007","1410676","675743.4","636376.5","24.6","1587379","24.6","2200282","1330949","2089887","136783.9","5937804","1138554","3430209","136783.9"
"243.0531_44.8","8289496","1632.4","12852740","6314771","1632.4","1632.4","11241080","7064034","5430158.8","3437091","1632.4","1632.4","1632.4","9718380","1621629","8639537","484820.6","14542340","5334672","21268920","484820.6"
"243.1018_35.6","285999.9","2255964","3109405","2047048","296625.7","1793103","67128.6","1421824","210239.9","2136562","27554.3","1210134","27554.3","1231024","211457.4","1744168","24.6","1323045","345094.4","3953291","24.6"
"243.1089_124.2","6403433","9544895","13228550","4703031","4213712","2928248","4541784","4379889","3482347","7886402","1469078","21187550","1029612","8827432","7485118","11976940","1138891","13665530","6358956","28483600","1115795"
"243.1339_33.1","7147561","8519721","19423560","4703518","4315252","2428048","2890708","3279528","3327711","12414060","1840498","22800900","1786942","8621358","8597452","13291890","2821376","15655370","7969307","13949370","1093985"
"243.183_54","10950850","7447235","5778038","9840589","1771020","8248269","8351224","6982232","4245697","4588580","9462173","3496383","2486523","3867122","5428958","8764284","7742951","5990892","241547","4012546","3165725"
"243.9958_49.7","5360353","7008050","10445430","4732085","2789536","8230056","5434687","5547551","10757823.3","5305245","671971.1","5266985","845866.4","6550735","6563207","9159903","3858553","15732900","6215383","17548100","377641.6"
"244.0302_193.2","6592200","22850460","9312815","15558020","5839476","11848500","23028450","14520390","6605799","6335546","1994443","24014200","2545228","12842350","9617032","16814940","4057446","14328390","8593777","20992360","3547013"
"244.0564_45.9","24.6","24.6","2564548","24.6","24.6","24.6","24.6","694845","130350.7","130350.7","24.6","2147840","24.6","24.6","1080585","130350.7","130350.7","1538166","130350.7","1137728","130350.7"
"244.1122_124.9","612701","623931.5","1178703","319297.4","317451.2","14814.1","279291.1","24.6","638891.9","518136.4","14814.1","1604099","14814.1","811576","770626.3","1323218","24.6","1118625","529143.6","2141683","49.2"
"244.1293_123.7","4180887","5480237","7046117","2123671","1744347","1188628","1531292","1285148","1006963.2","2491877","497718.2","6440776","581490.6","3239090","1976618","2940298","643241.3","3347546","1292826","7998022","7828211"
"244.1544_24.5","1284569","1267554","3139554","1621482","1236143","1456946","1557098","1251616","1335680.8","1565147","1186756","1230664","932060.9","1207109","1222621","627732","1186211","3356244","865735.5","3839803","526596.5"
"244.1657_99.5","9314561","11489790","23519550","7863456","7392318","4288504","4732446","6012041","5552511","18939660","78356.8","2788390","780577.2","2559065","1481006","758019.8","1041700","2186035","2053820","6314327","24.6"
"244.1805_38.6","1833911","2389066","4909588","2524096","1459368","2617524","2230570","1793650","968010","48349.1","1107679","1685472","239447.2","1389933","1157168","2743377","947287.5","1903092","848420.8","1686306","219052.9"
"244.2021_32.9","358264.9","371758.2","1435659","272940.6","19938.5","169392.5","371597.4","317388.5","1555179.6","1204811","19938.5","829257.8","19938.5","370284","19938.5","1362713","24.6","24.6","676160.6","348463.3","24.6"
"244.2273_25.3","1431810","544732.4","2689377","688431.2","1548175","2135093","948659","2804788","1659773","2777246","849467.9","1091133","1269475","3508891","2959268","2212837","2068450","2742220","3131548","6620791","1146970.1"
"244.6628_85.6","24.6","24.6","2440392","24.6","24.6","24.6","24.6","126090.6","126090.6","838322.2","24.6","1620067","24.6","3433226","598992.1","3003920","824392.4","1869370","1256112","6102068","1098683.9"
"245.0489_67.5","1972798","4017318","2749403","6925745","1425347","4967136","12583270","6638987","3036130.3","652696.3","112993.8","1367396","1334385","2627075","1334207","3255458","415602.9","3830034","1011615","15883820","1204485.3"
"245.0609_293.4","2966878","9505566","2065804","15729160","509468.4","6925195","11051650","7659480","2342348","396730.7","23172.6","6650764","46887","4544003","23172.6","10708480","613014.7","5063277","1050729","14248620","34272.5"
"245.0895_112","3824177","6500058","7757679","9781537","2715989","4638296","8307239","4648706","1981609.9","3193440","1396613","9435328","1082230","4617771","2610867","6580631","1889487","3700988","3232990","12976470","88722.7"
"245.1286_28.9","74654.3","303.5","11237940","303.5","173184","2463787","1503.8","20823.6","20823.6","10395100","303.5","303.5","303.5","303.5","303.5","20823.6","20823.6","20823.6","400591.3","20823.6","80944.3"
"245.1688_104","715291.3","677954.7","4224956","600619.3","456065.1","299195","413726.5","546549.5","1907750","1507503","12257.1","12257.1","12257.1","12257.1","12257.1","24.6","24.6","24.6","24.6","24.6","24.6"
"245.1861_29.7","24506060","30647080","324101100","14176480","61998530","9590139","16528690","16445690","15519079","117469900","28179380","365452900","20631500","175369600","149810100","137056300","48690250","271135700","92291230","510026500","16078304"
"245.5624_294.2","913204.8","971793.8","6710.7","1253567","6710.7","787744.4","1567370","984890","396815","239449.5","6710.7","489617","6710.7","1097701","6710.7","1221270","24.6","639394.7","24.6","1624790","24.6"
"245.9494_74.4","33056.3","33056.3","33056.3","33056.3","33056.3","33056.3","33056.3","24.6","350347.4","24.6","33056.3","33056.3","33056.3","33056.3","33056.3","24.6","24.6","4496596","24.6","24.6","24.6"
"246.1281_41.2","9463.1","9463.1","9463.1","9463.1","9463.1","9463.1","9463.1","24.6","24.6","24.6","9463.1","38602.5","9463.1","9463.1","9463.1","24.6","1144734","24.6","24.6","24.6","24.6"
"246.1445_52.7","12308030","15084990","40650520","4630224","5974043","3338225","5645089","4683830","5846562","18536390","3990517","46010200","2064022","28109760","17298730","21725980","5003962","34768730","13463840","53251180","1584829"
"246.1561_101.2","5735638","8501533","26114290","3407392","7385314","2569868","3920364","3726614","2783295","12509320","3516664","39933770","2106064","16434580","14101060","12378880","3899980","20370670","8384810","41642500","1317952"
"246.17_26.7","2366981","2238409","8310793","2690726","2755260","4020027","3416339","5453157","3202906.5","4715331","1536558","1571325","772596.5","3383190","1254071","5242616","2589603","6712364","2419597","12622030","2075556.3"
"246.1813_91.3","5969027","8177650","38515870","4645294","6029028","1836474","3287180","2147304","2459082.3","22158520","1917834","28539870","1713602","8853203","8079577","11034060","2355589","16132220","11628350","27782600","780654.8"
"246.1832_30.6","14427.1","14427.1","1105925","14427.1","14427.1","427585.2","14427.1","24.6","24.6","563527.2","14427.1","2621399","107624.7","14427.1","1069222","485709.4","24.6","1477182","24.6","2441144","24.6"
"246.1892_30","2631157","3175654","45964310","1231686","8489839","1140528","1966086","1782371","1218875","15120050","3612302","59251780","2300302","20367220","18400430","18520590","6039916","35552290","11800980","70434360","1549546"
"246.9548_131.2","24.6","7308035","3511277","24.6","587566.1","24.6","24.6","106358.7","106358.7","106358.7","4216210","24.6","24.6","24.6","24.6","106358.7","106358.7","106358.7","106358.7","5222182","106358.7"
"247.1035_95.9","2240078","2669612","2940639","1338881","662798.9","678711.4","818411.3","952569.4","1076809.7","507428.1","24.6","3903446","24.6","1977345","2749188","2387203","472926","2769627","1094782","3985805","55043.2"
"247.111_36.5","3021513","3180398","2874394","1606550","891978.5","1379428","1320613","1566921","1272542.7","2641779","9129.4","1022744","9129.4","1169166","465704.6","24.6","24.6","567596.6","24.6","2285087","24.6"
"247.129_58.7","6660005","16894890","10764030","6963379","4609956","4642348","5240735","5153979","7562918","8662816","870561.8","24952220","599795.2","8359947","8269548","8750953","1950450","14926750","10076880","20227740","24.6"
"247.1544_27.7","2002418","1720340","1794615","1278639","2060656","3552355","2912522","3100681","1045097","2248388","1399581","1866835","1852376","3050101","1113746","3718943","963606.6","2396745","2449494","4602837","125903.9"
"247.1593_102.3","24.6","3403651","2618098","184521.9","439311.7","24.6","24.6","30380.9","406565.8","1148144","24.6","2254408","341460.8","1104212","903508.7","1343904","30380.9","1816193","404576.6","4181216","30380.9"
"247.1846_95.6","3094510","3267440","3443751","4561.3","278819.1","4561.3","4561.3","1875.4","1875.4","1388079","4561.3","2654766","4561.3","880825.6","1592854","2330267","1875.4","1287597","1875.4","3980950","1875.4"
"247.1915_29.9","46158.4","46158.4","1798856","46158.4","46158.4","46158.4","46158.4","24.6","24.6","782611.7","46158.4","2598780","46158.4","1108586","356012.2","671438","679292.2","1777219","24.6","3999969","24.6"
"248.1242_92.6","1593581","1702840","3247623","757491.1","713431.9","1023514","792304.1","691651.9","724029.3","1437788","758129.2","3974878","1377653","2041237","1490635","2094628","389917.2","2886859","1012798","5325264","817450.6"
"248.1597_118.9","14217320","20196690","38883450","11847860","10660490","5898988","8610180","6453724","4456193","18716030","3441674","59307250","2647114","20178000","13929140","26603710","4755208","27746450","12215180","52735670","1564039"
"248.8964_45.7","3859405","7680658","3521868","7220586","1719683","6952298","8073806","5949146","4278747","1547675","890160.8","5519330","43381.8","6728494","4801022","8917259","1683877","4097705","3336174","7366954","1074908.4"
"248.9327_78.5","70201.9","1101008","7625643","1873935","425940.1","2386406","4055783","2556460","415781.2","2593993","2179318","5324570","176106.5","3130699","553899.8","4038302","435563.4","4340074","1915490","8361671","24.6"
"249.1268_34.3","1457499","2163196","26536360","1045014","4626764","2599812","1297511","957881.9","638294.3","7834270","2114770","49546510","1420506","16677040","14279620","13354480","4017023","23527210","8518035","48941270","701362.5"
"249.2577_26.5","3612465","1780054","2729354","1523738","1870915","3519875","4091633","4259060","296026.9","2637932","2868016","1721515","4024974","4003165","4151922","2112613","4303133","4107230","4810050","3571696","3356658.5"
"249.5345_150.6","3235245","3076833","1942510","5482019","91242.8","2790318","9056626","3562260","2034773.2","595644.8","1961321","5157237","91242.8","7751523","1935218","5505147","1736250","4113825","2431476","8262365","3036558.4"
"249.9361_68.9","1956289","1146383","425973.1","1959156","46490","2030989","1852331","947909.9","2808836.9","5898","46490","46490","213293.2","408573.8","1707732","3252840","24.6","2824730","3208346","4969833","24.6"
"250.8658_60.3","24.6","24.6","24.6","24.6","24.6","24.6","6775624","36994.4","36994.4","36994.4","24.6","24.6","24.6","1210641","1381631","36994.4","36994.4","7984654","36994.4","665370.3","36994.4"
"250.913_45.4","1941431","2874608","1328205","1582728","861464.3","1799141","1915642","2517781","1918704","2307299","24.6","24.6","389539.5","484583.4","1027468","1917922","61409.2","61409.2","897057.1","685376.7","428294.5"
"250.9355_43.2","2144088","24.6","24.6","24.6","24.6","24.6","5500418","121038.6","883618.6","1458939","24.6","1036330","24.6","1909431","724915.9","1360069","121038.6","788992.5","1162035","5752976","121038.6"
"250.9549_197.5","11247100","126456.1","126456.1","126456.1","126456.1","619687.8","126456.1","2177870","4116956.7","24.6","126456.1","126456.1","126456.1","126456.1","126456.1","24.6","24.6","24.6","366031.4","5418594","2077102.7"
"250.9732_58.2","862960","495098.6","36651.3","379739.6","84630.8","4683.1","23240.3","58728.1","38960.1","88084.6","194384.2","8414.3","26850.3","149.5","149.5","1280486","86709.5","88259.7","58430.9","100392.8","1085847.9"
"251.098_70.9","1007465","2803974","582381.7","3292863","35941","2274190","5414206","1950756","1060281.8","24.6","35941","487036","35941","3614129","35941","1537991","806465.7","1622136","2539744","4901663","24.6"
"251.106_44","1085952","380788.5","2935962","2655563","2770325","3884","2139176","1382076","2019981.6","1052098","2065514","4633004","794131.3","2019741","1281620","1621238","436956.5","3836688","983146.4","6391726","272749.2"
"251.1327_26.3","2073624","757685.6","2403145","505754.6","1772618","2030822","2268334","1332398","2427737.5","1093969","887133.6","979445.3","2250898","2640103","1180222","935530.4","1566616","1401566","1893595","1308918","1507745.7"
"251.1503_37.5","1223307","5080301","27038070","1414995","809841.6","146300","150536.1","24.6","24.6","19238410","473229.7","848247.1","246528.9","2849371","680555.5","84385.8","24.6","833049.8","698150.3","24.6","139132.9"
"251.1733_94.5","103266.5","103266.5","1738242","103266.5","4716931","103266.5","103266.5","24.6","24.6","585739.9","103266.5","1572261","7868836","7883200","2875800","7516252","5697116","1375196","5844493","1906395","24.6"
"251.6526_96.8","29057.1","29057.1","2535332","29057.1","29057.1","29057.1","8567631","24.6","11929455.5","882425.3","9510870","4012020","29057.1","1116561","1233581","1054537","1823072","1161428","1070225","1124826","24.6"
"251.9333_70.1","269565.5","811948.1","135902.4","836146.7","24.6","2392054","2711760","475459.5","503940.5","38739.3","24.6","24.6","24.6","24.6","24.6","436921.3","38739.3","1600336","38739.3","1114462","38739.3"
"252.0162_278.6","1694400","708238","814221.9","3921.1","3921.1","693144.5","700614","1341728","39242.7","39242.7","3921.1","646137.4","3921.1","653258","3921.1","995953.2","39242.7","39242.7","39242.7","1886589","39242.7"
"252.0819_66.4","3787060","5443108","24.6","418421","6895140","3669172","15060570","973514","11307259.5","617062.8","80286.1","6485513","24.6","15506150","24.6","8460536","617062.8","617062.8","617062.8","1910426","617062.8"
"252.1687_270.4","39351","316796","4057838","39351","846251.9","53007.1","39351","24.6","1972874.2","1433015","39351","3805270","359649.3","1193107","1563372","753790.2","711833.7","1555091","824432.4","5373230","810494"
"252.9623_44.8","24.6","24.6","1155186","24.6","361625.9","24.6","24.6","39183.2","39183.2","1489929","869796.3","24.6","2898641","24.6","24.6","39183.2","39183.2","5009335","487099.7","39183.2","264365.1"
"253.0489_42.2","542810.4","1534568","2799524","16125.5","1454803","1381939","1259910","1192055","907118.6","2637815","1348017","16125.5","260973.4","959627.1","1044350","632857.6","845992.6","941470.6","299459.4","509679.7","470674.9"
"253.0932_126.8","1779496","2251112","3530678","1356134","741081","687230.1","1036898","569824.1","695035.5","838150.4","24.6","4634526","24.6","2188839","830049.4","1430694","407436","2069364","939895.8","4588771","85825.7"
"253.118_42.2","3615599","3286505","7349795","1568500","2493340","1780177","2045793","2064406","2076831.1","5732454","1117900","16517460","1212497","9181947","8388737","7065907","2661616","11204510","5925174","19033710","575165.4"
"253.1294_96.5","7166158","5838858","9364919","4056254","2277712","1638286","2852055","2122848","2142239","5213366","40763","459685.5","31387.1","586442","1033468","476190.6","401750.6","896.2","896.2","1283543","547812.2"
"253.1433_22.3","652681.1","1109521","1350296","1609047","1857828","2348320","1950868","806910.8","796248.1","1161417","2435651","7477189","1603442","1602068","2009530","3032736","647697.3","508132.8","495660.2","12096730","527353.5"
"253.1523_29.4","1733889","1763616","7058551","1119994","3358784","1330638","1660955","1161532","729410.6","5879642","1544816","15963070","1451072","10255940","10672440","10371490","2880892","14769330","5983696","16850960","604867"
"253.1646_20.9","320761.3","101984.5","32643.1","971846.2","495220.8","88966.7","145053.9","1701453","28876.6","2578906","502653.1","32643.1","1341766","5579527","188103.4","24.6","2366874","24.6","3309100","24.6","336584.6"
"253.2526_23.8","390072.7","259574.3","530700.2","174353","273791.9","186837.9","438619.9","832045.6","52180.4","453362.9","411437.4","426722.8","458541.4","451253.5","473355.5","758234.5","565740.1","855580.7","606216.4","24.6","215773"
"253.5129_133.5","23726310","29085010","7783115","22205260","2042274","26174100","32449520","26522330","15912508.9","1375701","173001.3","7659482","173001.3","14530780","2886992","16190180","667410.5","8466743","4113872","22772330","24.6"
"253.6259_119.3","1504.9","15346300","1504.9","1504.9","1504.9","7170749","1504.9","174392.1","174392.1","174392.1","1504.9","1546389","1504.9","1504.9","1504.9","174392.1","174392.1","174392.1","174392.1","174392.1","174392.1"
"253.977_67.2","3353681","3948673","3903400","8267138","1108220","5756155","9052685","4243853","4757528.6","953573.1","156874.2","3269145","614994.2","2264700","792864.6","4003984","24.6","4121298","955589.5","7285980","163282.5"
"254.0139_133.3","5263250","7370105","4664535","4388455","3841370","4824521","7092971","5752659","3343496.4","82958.5","1109943","3553257","8399.8","3658572","8399.8","3103773","82958.5","2697504","6384058","5082832","82958.5"
"254.0189_100.4","18908230","15357930","1825576","12808050","1475518","11169630","15033340","14981240","13053484.5","529632.3","479672.8","5198672","337757.9","11306040","1956316","10241240","109582.9","5327104","2283230","10209910","106138.6"
"254.0397_224.2","780642.6","1131823","1178385","647693.4","3389.6","1098149","1343704","923122.5","4989.2","4989.2","3389.6","828362.2","3389.6","1040515","3389.6","1516395","4989.2","903795.8","214467.7","1604450","4989.2"
"254.1556_28.7","453492.4","27962.1","1954720","27962.1","627813.3","30682.1","27962.1","148430.1","24.6","823430.6","27962.1","1550084","27962.1","1132134","1186336","1108567","779352.4","1512445","608784.8","2025980","20785.4"
"254.1597_31.6","996630","2006640","92166430","528397.9","2767489","430934","345525","24.6","425202.6","68622460","936865","1610549","1204066","1604246","2058013","1041518","24.6","3485318","2625661","2064800","405242"
"254.512_133.2","4945945","8577342","4233076","5880450","76509","6423915","7549886","5419816","3605844","24.6","76509","1074712","76509","4706674","76509","3263253","24.6","2328635","4718851","5618960","24.6"
"255.1087_118.7","686050.8","463243","924282.8","2986352","227567.5","28372.6","28372.6","32228.4","5139226.2","5792419","28372.6","1106532","28372.6","612013.2","8607003","526114","7954878","535808","303132.1","907878.7","32228.4"
"255.1315_33.6","333274.1","28880.5","1914789","823864.5","780482.2","1505614","28880.5","104208.2","104208.2","1031716","1030096","2776947","28880.5","1757815","2464984","1303121","357785.8","1816740","882972.5","2645488","104208.2"
"255.1452_87.8","3568990","4536137","13261170","1966858","4177735","1161827","1751624","1443131","1592117.9","6828408","622823.1","20702610","758979.2","6887443","5449016","9354947","2489801","11087920","4445618","20682840","1188242.6"
"255.1645_43.3","57382.4","57382.4","7988038","57382.4","131068.2","57382.4","57382.4","4118111","24.6","10404940","111793.2","57382.4","57382.4","57382.4","57382.4","24.6","388163.6","4810848","611641.5","24.6","24.6"
"255.6553_65.6","21505.4","21505.4","732022.4","21505.4","21505.4","21505.4","21505.4","24.6","24.6","24.6","21505.4","822255.9","21505.4","379778.1","2644199","24.6","24.6","551969.5","2337190","1676355","24.6"
"255.9779_71.6","733510.7","104533.1","104533.1","104533.1","104533.1","2609157","104533.1","10674480","593435.5","24.6","104533.1","104533.1","104533.1","104533.1","104533.1","24.6","24.6","164115.4","9571820","24.6","24.6"
"255.9876_132.2","19408.7","19408.7","19408.7","19408.7","19408.7","10632230","19408.7","24.6","24.6","24.6","19408.7","19408.7","19408.7","4581005","19408.7","24.6","24.6","24.6","24.6","1569512","24.6"
"256.0172_98.9","901230.7","867644","8153.3","565808.5","8153.3","562760","599150.4","786792.2","617946.1","24.6","8153.3","1454226","8153.3","533844","45486.2","518187","24.6","362291.2","24.6","800144.5","24.6"
"256.0905_94.1","1236391","1358818","3222977","867214.8","786752.1","612619.6","790907.4","755320.8","611863.7","1131381","57903.9","2340472","57903.9","1478740","1043648","2226780","4122342","1877550","533663","2950370","24.6"
"256.1482_95.3","2160073","710991.3","2212202","137671.9","5903659","46161","171301.2","70802.3","24.6","730099.2","46161","2362894","46161","754528.6","759473.9","718482.9","285703","1105389","519303.4","2753013","24.6"
"256.1765_113.7","398809.7","24.6","3825484","27671.4","24.6","24.6","24.6","83346","508178.3","1175274","479857.5","4729592","675644.9","1347868","1500294","449507.2","651290.2","1694900","969836.9","5611661","228803.2"
"256.2999_25.6","101868.6","129097.9","92571.7","1248374","102498.7","73189.1","1313750","1172743","284208.8","490619.3","1984274","254951.1","791147.5","353138","187688.8","150275.6","245145.3","197567.6","1361096","597805.5","152614.7"
"256.9279_134.4","2121086","1214190","2945023","57268.3","662583.2","621387.2","1349501","1300538","1506925.4","1527839","1206294","851617.6","1400939","1060568","1225284","813906.2","1812569","745573.4","1582218","783987.3","965970.4"
"257.0744_91","878909.3","730346.1","24.6","24.6","24.6","24.6","3704915","2398106","106410.6","106410.6","24.6","1655941","24.6","24.6","24.6","106410.6","106410.6","397278.3","5844573","106410.6","106410.6"
"257.0887_55.1","5321720","2746940","2622042","1715272","736839","926773.7","1141618","1201537","792037.7","1335124","28477.1","2451558","28477.1","1693699","1987269","2038274","190714.6","3419551","1223844","4424588","24.6"
"257.0994_24.3","5598529","1742041","1321382","2561696","739228","2034682","2736792","1296254","2408509","4045171","1313226","933935.9","884986.8","7743294","2024218","5018977","544631.5","1607894","788812.3","24.6","15391"
"257.124_110.1","8066800","6485983","19559500","4305291","6010070","4645009","4281329","839890.9","5914329.5","10023820","3396532","30239380","1142434","13225550","8251331","15959500","1155951","17625620","7556064","29008920","1127422.9"
"257.1469_61.7","89787270","132422200","10481040","162277000","4082451","115731400","146126100","89146090","92217647.9","6970999","2572987","37851210","2460367","91889920","9167218","43514970","524126.1","71034450","12586740","174317000","1434512.6"
"257.1747_32.3","84023270","94311390","4562221","163230300","4151723","113522300","49742200","47479980","118512529","1432774","3821514","13828110","3162230","32455270","6139756","63055990","1270692","42700530","11280250","24.6","709131.2"
"257.2305_26.6","842929.5","160081","241127.2","259639.2","12329.6","1005742","423530.1","484139.4","140916","280015.2","1410802","404446.7","12329.6","1254318","974459","715800.9","18316.9","477209.7","659956.5","3154510","1553672.6"
"257.9933_54.7","1329499","2524870","8985410","2128150","5737694","98431.8","8654865","24.6","24.6","6008262","98431.8","6728304","1182997","9909364","98431.8","3800916","2281012","9140409","4619565","13850810","24.6"
"258.0247_69.5","15194650","835320.7","13334730","12610870","3855037","20343190","8063115","13924300","8911499.8","3189019","1268422","13831970","24.6","14647000","4102761","6621365","1081622","9351813","5138351","29067880","366451.4"
"258.035_114.5","1012675","14120.2","14120.2","560703.3","14120.2","14120.2","1330076","412436.8","412436.8","412436.8","14120.2","14120.2","14120.2","669740.1","68896.4","412436.8","412436.8","412436.8","412436.8","412436.8","412436.8"
"258.1103_112.1","655595300","672946100","93602070","491280400","125814900","564532200","771113700","687837300","591515730","65176300","46172050","261686200","41582240","468422200","160314400","806546300","80877930","466550700","237384600","919084700","66749480"
"258.1449_109.8","353079","24.6","12226690","1674328","826200","24.6","263972.2","91892.4","91892.4","7389182","1584030","10168320","17720.8","4385162","920091","91892.4","91892.4","4558813","1682761","16817750","91892.4"
"258.1506_66.1","13749800","22533760","2155702","27225010","1136290","19723570","21790620","257366900","5553171.2","572450.7","1136290","5505548","1136290","15251150","11030050","572450.7","572450.7","4376064","2052288","10661700","572450.7"
"258.17_28.1","7405996","6161473","5362854","12978020","2781201","7437056","4069837","24.6","11882583.4","4434219","7645047","2290760","3465562","907040.9","1642469","3543567","3943252","4649638","659080.2","5885322","3085126.8"
"258.2429_26.1","1643123","1349579","4894515","1255674","1364294","1978515","2881683","3274474","1680238.1","4141406","346042.5","2095953","590913.3","9199674","9184531","3110353","1082152","6337086","4782183","17008610","748311.4"
"258.8967_79.5","135948900","58776450","100552000","77603660","13558050","70802130","39871760","79959140","23621469","126313300","80871310","57556370","53032760","93152380","48625440","83922690","45201380","85094410","11013940","24739370","25616384"
"258.9797_68.1","1963515","4224748","222346.2","3527636","144378.8","3545689","1155900","24.6","1495817.7","24.6","144378.8","10218400","144378.8","7092664","2719328","4639944","24.6","5911755","6380266","6872112","24.6"
"259.0282_73.9","1019528","674559.2","3832.4","3832.4","3832.4","3832.4","5243656","998270.4","176693","31536.9","3832.4","3832.4","3832.4","21557840","3832.4","553304.8","31536.9","2927955","31536.9","19669790","31536.9"
"259.1072_112.1","1568712","1136924","63498.7","883848.3","103747.9","765204.6","1659114","1246394","1591827.7","117181.8","28881.9","287185","28881.9","1246816","28881.9","1336524","38604.1","942847.1","324301.6","3227216","38604.1"
"259.1136_111.6","57454910","59411290","8025430","41422890","9771294","47072650","68177130","61831980","52238963","4765181","2981130","22204870","2949498","39826000","13091160","65024940","6737634","35850060","20541960","73094630","5196431"
"259.1728_28.7","389127.6","1185666","483869.6","670663.8","24.6","24.6","697059.5","622666.1","616164.5","35412.5","784572.1","47154.5","24.6","1335364","24.6","661650.3","542174","659747.2","35412.5","35412.5","669773.1"
"259.6555_291.1","722875.8","1649046","680380.1","89624.1","3603.3","3603.3","3603.3","10017.7","10017.7","10017.7","3603.3","805897.8","3603.3","866588.3","642396.9","578281.7","10017.7","692518.8","395123.5","2119761","10017.7"
"259.9457_19.3","2504.8","2504.8","2504.8","2504.8","2504.8","2504.8","2504.8","24.6","28143.3","24.6","2504.8","2504.8","2504.8","2504.8","2504.8","24.6","24.6","24.6","152325.2","24.6","24.6"
"259.9651_69.7","3254648","6171494","2400134","62671.1","62671.1","62671.1","7090499","5286933","5440168.6","24.6","62671.1","2213679","62671.1","2420298","1124156","2559049","24.6","4994545","1518258","8994928","24.6"
"260.027_98.9","25748840","31185280","2595655","28037260","2708666","10157330","27154400","24957870","15770216.6","799444.4","286314","10437000","837825.7","10958730","3598048","18438410","914834.7","4933380","6516625","18860530","152013.7"
"260.053_47.9","2852374","2011108","24.6","2588402","24.6","2463910","4205017","2868381","1571094.7","42932.9","24.6","1360221","24.6","2079714","24.6","1186867","42932.9","1394662","1216555","3060237","42932.9"
"260.0531_234.6","1013001","3239882","24.6","2266628","24.6","830791.7","2377274","1073147","303668","49625","24.6","2323623","24.6","838966.8","24.6","1886024","49625","1207663","1504223","3251394","49625"
"260.1137_114.7","6293711","6380664","560110.9","4257528","1028350","5140747","8796055","6299710","5558485","24.6","211464","2098576","266534.8","4090318","1301201","7238836","449402.4","3191524","1656159","9532616","1802566.6"
