"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"273.6362_136.5","-0.11908282"," 0.36268976"," 0.16253981"," 0.12010771"," 0.55527069"," 0.20490949"," 0.08658227","-0.59945300"," 0.27066393"," 0.51379994"," 1.16192780"," 0.03204860"," 0.94225176"," 0.19176919"," 0.49580711"," 0.27339893","-1.26069185","-3.57363756","-0.94451481"," 0.18821068"," 0.93540239"
"273.9988_77.8"," 0.6533756"," 0.3105435"," 0.2034115"," 0.7032200","-0.8269391"," 0.8512408"," 1.0074178"," 0.8562666"," 0.7075742","-1.0493422","-2.2004714"," 0.3837036","-2.1634088"," 0.7385910","-0.7410719"," 0.4598446","-1.0172420","-0.1154347","-0.6021676"," 0.6951484"," 1.1457402"
"274.1069_31.1"," 0.68316777"," 0.76182762","-2.02849177"," 0.66714255","-1.99572236"," 0.69958757"," 0.58528640"," 0.69023958"," 0.71041748"," 0.01903054","-1.05624239","-2.02849177","-1.03919573"," 0.60539212"," 0.59158551"," 0.58738292"," 0.24092416"," 0.88279372"," 0.32050128","-0.32235813"," 0.42522294"
"274.1245_62.7"," 0.63502473"," 0.53418770"," 0.06548213"," 0.61859286","-2.37949266"," 0.63428705"," 0.71269501"," 0.55871477"," 0.80783179","-0.19711890","-1.39243023"," 0.24031595","-1.37452020"," 0.58289973","-2.41392176"," 0.28185864"," 0.02691131"," 0.48444442"," 0.74812258"," 0.61319132"," 0.21292376"
"274.176_37.2","-0.8162325","-0.2037860"," 0.8311675","-0.5994389"," 0.1707564","-0.6107050","-0.7168661","-2.5337040","-2.4617055"," 0.4948055"," 0.2942893"," 1.1142652"," 0.4111452"," 0.6266111"," 0.7707469"," 0.4574427"," 0.3993518"," 0.7072570"," 0.6240213"," 0.9189704"," 0.1216075"
"274.1874_93.7","-0.42764525","-0.26520827"," 1.20920324","-1.23304260"," 0.10841111","-1.62038078","-1.41721356","-1.13036936","-1.42161937"," 0.55671001","-0.09700301"," 1.66989711","-0.23733744"," 0.78210368"," 0.96907113"," 0.36849770"," 0.02813880"," 0.96193207"," 0.57504584"," 1.43274993","-0.81194098"
"274.2004_92.2"," 0.8541926","-0.0780020","-0.5357999"," 0.5269623"," 0.8378599"," 0.3014842"," 0.7321415"," 0.7758089"," 0.4719679","-1.0908731"," 0.7602500","-0.4367604"," 0.7483231","-0.6914637"," 0.9680447","-1.3972459"," 0.5272053"," 0.6163004","-2.4205539","-1.9723787"," 0.5025367"
"274.5257_221.8","-0.10387680"," 0.32937830"," 0.43610864"," 0.71966207"," 0.67137834"," 0.63583672"," 0.76474665"," 0.38683252"," 0.31003880","-0.01964809","-0.31715994"," 0.44316125","-0.33179876"," 0.38003650","-0.22739719"," 0.61919571","-3.13182732"," 0.37661208"," 0.29857267"," 0.28580937","-2.52566154"
"274.9536_68.8"," 0.3189102"," 0.8224078","-1.5578490"," 0.2472301","-0.3858524"," 0.1706010","-1.2120620","-1.9372025"," 1.0683328","-1.7038797"," 0.1611449"," 1.1947115"," 0.1481975"," 1.1505633"," 0.5169347"," 0.2774355","-1.1695683"," 0.8984776"," 1.2400439"," 0.3243427","-0.5729198"
"274.9918_93.7"," 0.6889156"," 0.9841621"," 0.4113435"," 0.5861431","-0.8879333"," 0.6840689"," 0.5254546"," 0.6483397"," 0.8239543","-2.5321726","-0.4017775"," 0.5417991","-0.4027080"," 0.5873397"," 0.2780219"," 0.6152619","-2.1195553","-0.2158110"," 0.5688153"," 0.2469383","-1.6306001"
"275.0014_89.4"," 0.90979288"," 0.71156942","-1.75157834"," 0.32387369","-0.83019392"," 0.31838409"," 0.29996866"," 0.33795999"," 0.93308481","-3.18421434","-0.39153991"," 0.08427193"," 1.15057095"," 0.47217062"," 0.25403905"," 0.55173661","-0.86414490"," 0.04025511"," 0.03631824","-0.19307772"," 0.79075307"
"275.1098_27.5"," 0.13963100"," 0.70126252"," 0.44951993"," 0.42812654"," 0.67626652"," 0.47164670"," 0.07053693","-1.47887467"," 0.29467997","-1.30670039"," 1.37307146","-0.86264079"," 1.26671298","-1.33158751","-0.79031574"," 0.46086140"," 1.03932498","-1.78052738","-1.20711036"," 0.01304446"," 1.37307146"
"275.1193_62.7"," 0.63512363"," 0.45512338","-0.10683731"," 0.57560545","-2.36511923"," 0.54624662"," 0.53234464"," 0.71140565"," 0.87152638","-0.23366337","-1.39418071"," 0.78534286","-1.37656324"," 0.54128869","-2.39898593"," 0.27261184","-0.01301565"," 0.40230947"," 0.50846730"," 0.51496578"," 0.53600375"
"275.1348_95.6"," 0.40610978"," 0.50838381"," 0.24935281"," 0.66441495","-0.40968669"," 0.20592993"," 0.14667469"," 0.57579634"," 0.63665618"," 0.35484439","-0.04622048"," 0.45268586","-0.04799277"," 0.13923167"," 0.62056873"," 0.80688880","-1.45828561"," 0.28968205","-3.60287765"," 0.59093177","-1.08308857"
"275.1692_118.2"," 0.8536670","-0.3899146","-0.4560797"," 0.7299502"," 0.8508764"," 0.4096618","-0.4431112"," 0.6752043","-0.7395985","-0.5705389"," 1.3382142","-0.3864238"," 0.6812098","-0.1089419"," 0.7652981"," 0.2918827","-0.2245743","-2.6407891","-0.2275580","-1.8947016"," 1.4862673"
"275.1714_121.5"," 0.12770779"," 0.93931658"," 0.91543825"," 0.76509763"," 0.12079146","-0.94455079","-1.01219549","-1.17044255","-1.15283484"," 0.57916477","-1.30054356"," 1.85510773","-1.08714559"," 0.06933481"," 0.48384648"," 0.55228430","-0.15203678"," 0.74218274"," 0.06933481"," 1.41173394","-1.81159168"
"275.2077_281.8"," 0.2895197"," 0.4417537"," 0.8888615"," 0.4721468","-1.3361577","-2.2231258","-2.3420134"," 0.2296963"," 0.3633903"," 0.8615789","-0.7931823"," 0.9135684","-0.7848480"," 0.8347796"," 0.9471252"," 0.4264575","-0.7323214"," 0.5287826"," 0.3589505"," 0.8535804","-0.1985429"
"275.4111_228.5"," 0.02573661"," 0.19179449","-0.20698257","-0.50668892"," 1.22476692"," 0.02831774"," 0.31785824"," 0.31063445","-0.25614051","-0.22464409"," 1.10642878","-2.06723720"," 1.42866877","-1.92986373","-0.02354197","-1.43809916"," 1.15053811","-0.33851695"," 0.54815099","-0.80215778"," 1.46097780"
"275.925_286"," 0.47551181"," 1.05470588","-0.08395091"," 0.15652411"," 0.39451470"," 0.27128509","-0.19320550"," 0.22763446","-0.37519573"," 0.67988900"," 1.05180859","-0.38890655"," 0.99101993"," 0.17700694","-0.01324470"," 0.39327263"," 0.68592909","-1.56499341"," 0.06086080","-0.52418777","-3.47627847"
"275.96_72.2"," 0.14751124"," 0.44657342","-0.21642747"," 0.69543690"," 0.18342454"," 0.77678788"," 0.83371501"," 0.34203949"," 0.03068985","-0.34009321"," 0.19864736"," 0.39153125"," 0.65109533"," 0.48871066"," 0.12874135","-0.32147128","-3.11308305"," 0.37953972"," 0.55510369"," 0.28733584","-2.54580852"
"275.9857_90.7"," 0.4884789"," 0.6790172"," 0.3901322"," 0.8270459","-0.8138018"," 1.0127268"," 0.3957882","-2.6921837"," 0.8742869"," 0.4798016","-0.3458261"," 0.4030253","-0.3518964"," 0.7685404"," 0.4476460"," 0.3571236","-2.0161517"," 0.1519101"," 0.7204233","-0.2290641","-1.5470227"
"276.0008_98.2"," 0.76251062"," 0.77662551"," 0.07967124"," 0.61622842","-0.53820089"," 0.57967315"," 0.60884048"," 0.67788908"," 0.71410738","-2.52470581"," 1.29398358"," 0.03268445","-0.18766066"," 0.44480399","-0.31606160"," 0.48181375","-2.16182328"," 0.16735897","-0.13600881"," 0.36007461","-1.73180419"
"276.0024_23.7","-0.43818321","-0.09024371","-2.01788150"," 1.12486279"," 0.89579615"," 0.82243973"," 0.69058524","-0.16783757"," 0.18035256","-1.88320869"," 1.07770862","-1.79811888","-0.54160932","-0.31530989"," 0.72652971"," 0.43859524"," 0.96650776"," 0.95483799"," 0.68098810","-0.31530989","-0.99150122"
"276.0429_67.6"," 0.73974920"," 0.78256849","-2.04246746"," 0.86092503","-2.01045184"," 0.70383291"," 0.70669713"," 0.53140869"," 0.67439954","-0.02722617","-1.09258276"," 0.60110769","-1.07592823"," 0.65142737","-2.04246746"," 0.43749139"," 0.18434596"," 0.54970255"," 0.08239972"," 0.42074923"," 0.36431904"
"276.0844_37.4"," 0.87087906"," 0.87599547","-0.22592611"," 1.22045277"," 0.62093161"," 1.02937100"," 1.02388517"," 0.98067745","-1.01834360","-0.90993404"," 0.47230278","-0.24282774"," 0.47704941","-0.46771591","-0.04962592"," 0.31661662","-0.68808401","-2.23748303","-2.19076376"," 0.56773248","-0.42518972"
"276.1077_31.1"," 0.24136541"," 0.20837275"," 1.78731878"," 0.23509315"," 0.64223516","-0.40383968"," 0.08687281","-2.54263923"," 0.35136151"," 1.78731878"," 0.15421089"," 0.16828862"," 0.80509637"," 0.11755611","-0.59030521","-0.72292289"," 0.48111362"," 0.06738202","-1.36986680","-1.60456633"," 0.10055417"
"276.119_99.4"," 0.53095383"," 0.42435236","-3.04586776"," 0.27062524"," 0.86337260"," 0.97338975"," 0.23895364"," 0.33334624"," 1.14070834","-0.12195802","-1.80279932"," 0.11642333","-1.78100432"," 0.28372442"," 0.21218715"," 0.30402935"," 0.14203128"," 0.24993984","-0.05900003"," 0.42070758"," 0.30588449"
"276.1344_36.3"," 0.54341566"," 0.08400888"," 1.13285107","-0.56293191"," 0.44122962","-0.55303869","-0.66442667","-2.42597037","-2.34894606"," 1.11207646"," 0.14893271"," 0.66859278"," 0.14330211"," 0.55040654"," 0.57659320"," 0.46541437"," 0.48962205"," 0.55972248"," 0.31363466"," 0.73401702","-1.40850591"
"276.1554_111.4"," 1.270141062"," 1.739652591"," 0.305357358"," 0.964421222"," 0.259363984"," 0.132275756","-0.125656572","-0.008475893","-0.136185507"," 0.178697964","-1.070759900"," 1.205882531","-2.045606073","-0.156895368","-0.397115462"," 0.671089733","-1.228537887"," 0.273685488","-0.008475893"," 0.415661453","-2.238520586"
"276.1668_107.6"," 0.07871818"," 0.33087988"," 1.41304407","-1.03454544"," 0.55631616","-1.36571033","-0.90061155","-0.99225673","-1.11689906"," 0.41263236","-0.74253882"," 1.80638887","-1.01406702"," 0.71221620"," 0.81139828"," 0.39913021","-0.46511428"," 1.05503518"," 0.31296455"," 1.25013772","-1.50711843"
"276.1749_126.5","-2.40374110"," 0.61840910","-2.40374110"," 0.46568086"," 0.90486091"," 0.87413524"," 0.18557116","-0.17654831","-0.07267827","-0.06264976","-1.32385977"," 0.73529638","-1.30492598"," 0.76008755"," 0.59092204"," 0.38958630"," 0.16968189"," 0.57513696"," 0.57185693"," 0.53839367"," 0.36852531"
"276.8782_61.5"," 0.055390630","-0.495216581","-1.332152258","-1.010617133"," 0.450965642"," 0.045700994","-0.890524091","-0.005334958"," 0.899846351","-1.354669610"," 1.209313042","-0.535855331"," 1.112785143","-0.276576997"," 0.441055397","-0.309521657"," 1.570409460","-0.610704801"," 1.298038261","-1.774209545"," 1.511878042"
"277.1185_34.3","-0.689986393"," 0.009872844","-0.444906332","-0.595508571","-0.327163590","-0.937338875","-0.811378958","-0.951025454"," 0.556062688"," 0.316815576","-0.166187020"," 1.057787706","-0.606784154","-0.772746207"," 3.148835945"," 0.273533392","-1.002112453","-0.177578218"," 0.096514692"," 0.371543403"," 1.651749982"
"277.1395_149.5"," 0.4367094"," 0.6872431","-0.3121084"," 1.5283915","-0.5023945"," 1.0554577"," 1.3318956"," 0.8801973","-0.8686735","-1.1857758","-1.3197365"," 0.6274160","-1.4551350"," 0.3231929","-0.4262184"," 0.9256155","-1.3573009"," 0.6274160","-0.6878704"," 1.0024682","-1.3107896"
"277.1411_21.2","-0.48405377"," 0.09655652"," 0.06986704"," 0.21723474"," 0.27963938"," 0.15209251","-0.47317722","-0.02165306"," 0.52626265"," 0.99949023"," 1.73562992","-0.74389933"," 0.73705655","-2.93847214"," 0.10378145","-0.44218414"," 1.08472961","-0.69204920","-0.21077792","-1.31194260"," 1.31586877"
"277.1589_116.3","-0.017645066"," 0.420316836"," 0.098231326","-0.199575549"," 1.118467827"," 1.087921001","-0.082804471","-0.410544164"," 0.503125619"," 0.571090686"," 1.095034012"," 0.040978391","-0.725576056","-0.813455428","-0.001612338"," 0.071337967"," 1.491653914","-0.843629451","-0.139715062"," 0.086989056","-3.350589048"
"277.1699_107.4","-0.2695929975","-1.2627274592"," 0.6878891486","-1.1343240607"," 0.5244077446","-1.1231555142","-0.4758487707"," 0.2328630356","-0.0006497598"," 0.2990359962"," 0.4190731964"," 1.5069258727"," 0.4056057883"," 0.2494965108"," 0.5290091444"," 1.0559115872"," 0.7960983726"," 0.2288702208","-0.3782268149"," 0.7448555881","-3.0355168293"
"277.93_209","-0.13943419"," 0.42068200","-1.56872335"," 0.07585209","-0.95410064"," 0.46871575","-0.27626568"," 0.63825855","-1.21159648"," 0.99942206"," 0.80571009","-2.50885627","-0.49312629","-0.94895755"," 0.18807878"," 0.65188607"," 1.24952845"," 0.79505350"," 0.83789705","-0.33444697"," 1.30442301"
"277.9301_280.5","-1.0972421663"," 0.5572531875","-0.5939849768"," 0.4567862080"," 0.2058568918"," 0.4815966966"," 0.0189443946","-0.5977799583"," 0.0081075916","-1.1655899537"," 1.0277953769"," 0.6285790314"," 0.0001653307"," 0.4644196858","-1.3004576870","-2.1301459930"," 0.6187200731"," 1.4062629115","-0.7259521460","-0.4811312411"," 2.2177967427"
"277.936_69.9"," 0.45852252"," 0.63900348"," 0.03040012"," 0.77932295","-0.59398939"," 0.64413609"," 0.92153896"," 0.86821228"," 0.79527189"," 0.11315204","-0.01372434","-0.09925994"," 0.00483361"," 0.11315204","-1.30864463"," 0.61852285","-2.81301745"," 0.61766671","-0.37244581"," 0.75162482","-2.15427880"
"278.0632_231.8","-0.80157960"," 0.87027816","-0.01197134"," 0.49478443","-1.14637713"," 0.29055499"," 1.35375128"," 0.17395479","-1.14443479","-0.23014868"," 0.27230078"," 0.54779784"," 0.01141327"," 1.27800174","-0.51329140"," 1.15463595","-0.23260394"," 0.25762008","-2.42327141"," 1.33345147","-1.53486651"
"278.0834_104.9"," 0.59455343"," 0.77051625","-0.69473576"," 0.47480536","-1.04911868"," 0.55454614"," 0.41688250"," 0.50805011"," 0.47755358","-0.99325366"," 1.66761414","-0.02476329","-0.40803686"," 1.00918487","-0.23595615"," 0.51348251","-2.59956747"," 0.01957117"," 0.51714395"," 0.42940531","-1.94787746"
"278.1428_151.4"," 0.16706379"," 0.80505994"," 0.30622670"," 0.76266102"," 0.49666126"," 0.44977808"," 1.02256582"," 0.41760992","-0.18397880","-0.42430036","-1.28861591"," 0.30622670","-1.29500390"," 0.22396795","-0.33292686"," 0.56964592","-0.05254584"," 0.30009694"," 0.43885976"," 0.77064460","-3.45969673"
"278.1534_94.6"," 0.1345575"," 0.7452133"," 1.0218172","-1.3251769"," 0.6638100","-1.2921001","-1.3595805","-1.8406007","-1.7694398"," 0.5161015","-0.3364988"," 1.0650520","-0.3326180"," 0.7292396"," 0.6545331"," 0.4995849"," 0.5933502"," 0.7570128"," 0.8685937"," 0.9077394","-0.9005903"
"278.1857_33.9"," 1.0932025"," 1.0915831"," 0.9636057","-1.3544859"," 1.1504657","-1.3544859","-1.3544859"," 0.4273812"," 0.4718505"," 1.0653155","-0.3777215","-1.3544859","-0.3605957","-1.3544859","-1.3544859"," 0.3521489"," 0.7144736","-0.1600592"," 0.1325304"," 0.2148764"," 1.3478582"
"278.6001_290.6","-0.7668684","-0.6304235"," 0.5241219","-0.5622709"," 0.1668021","-0.5100392","-0.6405077","-2.0346611","-1.9372637"," 0.8277961"," 0.6867650"," 1.0314501"," 0.6826167"," 0.5451820"," 1.1376389"," 0.9923934","-1.2751407"," 0.6562852"," 0.5849007"," 1.2692989","-0.7480755"
"278.8497_19.9"," 0.63885386","-1.50844978"," 0.39820345","-1.49795864"," 1.25936597","-1.39875442"," 0.64993201"," 0.71817599","-0.03559583"," 0.55680232"," 1.44508133"," 0.52933772","-0.12739336","-2.27226646"," 0.42669782","-0.23558772"," 1.03498762","-0.26368313","-0.62050063","-0.46707555"," 0.76982745"
"278.8754_58.2"," 0.048356817"," 0.187005856"," 0.929573213"," 0.225685739"," 0.450501649"," 0.216570368"," 0.129668685","-1.357361719"," 1.115835482","-1.166777222"," 0.683686811","-0.008571478"," 0.679543681","-0.270486191"," 0.620844951","-1.525045979"," 1.157074828","-2.778407222"," 1.097839017"," 0.142765623","-0.578302908"
"279.0476_95.5"," 1.0407340","-1.1887626","-0.8360556","-0.7244758","-1.5205937","-0.5327641"," 1.0666974"," 0.6606655"," 0.6038390"," 1.1394799","-0.4650455","-1.1542105","-0.6449590"," 2.0578015"," 0.3006148"," 0.8885473","-1.4122787"," 0.3740883","-0.1530079"," 0.9863413","-0.4866555"
"279.1705_30.2","-0.54785390","-0.58689822"," 0.97195144","-1.63097941"," 0.38697133","-1.59899002","-1.54497947","-1.18487247","-0.88631176"," 0.42950007","-0.07016621"," 1.54483741","-0.20214038"," 0.75921493"," 1.32534920"," 0.37094207"," 0.42950007"," 0.87540621"," 0.53372065"," 1.30003288","-0.67423442"
"279.1917_75.2","-1.59200524","-1.59200524"," 0.72452530","-1.59200524"," 0.57202679","-1.59200524","-1.59200524"," 0.24429110"," 0.32274199"," 1.28680872","-0.68948846"," 1.01831116"," 0.04255192"," 0.34106075"," 0.85321039"," 0.15733810"," 0.99266144"," 0.57987406"," 0.15315081"," 0.65474524"," 0.70621690"
"279.9207_201.1"," 0.7987061"," 0.8404331","-1.4360373","-1.4360373"," 0.8370290","-1.4360373","-1.4360373"," 0.3602641"," 0.8460654"," 0.4471405"," 1.0866230","-1.4360373","-0.6097153","-1.4360373"," 0.9298826"," 0.2672900"," 0.8188714"," 0.2520466"," 0.8684270"," 0.1380198"," 0.7351406"
"280.0923_110.8"," 1.07975999"," 1.57904791","-1.83350011"," 1.32236417"," 0.46487080"," 0.78406329"," 0.65951280"," 0.49843101"," 0.72655105","-1.18961522","-1.04965897"," 0.08110491","-1.89515661"," 0.44151975","-0.86526620"," 1.07975999","-0.63982861","-0.15273392","-0.31189200","-0.13482220","-0.64451183"
"280.1181_31.5"," 0.555123997"," 0.410948871"," 0.078893845"," 0.335488254","-4.023183581"," 0.684211486"," 0.584822951"," 0.345868308"," 0.171867738"," 0.606617440"," 0.565863714","-0.224807403"," 0.483307598"," 0.205677285","-0.303012485"," 0.161260230","-0.338874700","-0.854948224"," 0.022606032"," 0.529264361"," 0.003004281"
"280.1296_39.8"," 0.19886146"," 0.22406802"," 0.46344010"," 0.03399666"," 0.40164232","-2.97310723","-2.97310723"," 0.18475892"," 0.03368809"," 0.22208488"," 0.35072385"," 0.54318344"," 0.41083799"," 0.42598318"," 0.47364975"," 0.42048799"," 0.16009325"," 0.29646851"," 0.20360207"," 0.59329422"," 0.30534974"
"280.1546_40.4","-0.0008508347","-0.0068800464","-0.2857631116"," 0.0457249249"," 0.3252623863"," 0.5148023868"," 0.2390436432","-0.8256791668"," 0.4548628918","-1.5629802620"," 0.6018416535"," 0.4949164713"," 0.5995809404","-0.5498946403","-0.0969295534"," 0.5957835864"," 1.0899081491","-3.4657627234"," 0.9341670467"," 0.2957089897"," 0.6031372684"
"280.175_25.2","-0.69774564","-0.95519112"," 0.98895051","-1.48748870"," 0.08311953","-1.12380926","-1.60756636","-1.28761565","-1.16703745"," 0.28865092"," 0.52294751"," 1.64179099","-0.10069912"," 0.82743819"," 1.13054582"," 0.39810441"," 0.24118206"," 1.02476343"," 0.49582786"," 1.31143281","-0.52760072"
"280.2_109.7","-1.23241468","-0.85855395"," 1.47826975","-0.84353254"," 0.16034187","-0.80043062"," 1.98793389"," 0.22101756"," 0.31502544"," 0.45164754"," 0.76782394","-0.86932048"," 0.74924570","-1.56976302","-0.21570501"," 0.07631678"," 0.91349765","-1.37458320","-0.56733693","-0.30994418"," 1.52046449"
"280.4451_143.5","-1.40580202","-1.16651046"," 0.95521434","-1.12085295","-0.24837573"," 1.20819462","-1.13578699"," 0.88704066"," 0.72853770"," 0.33633039"," 0.12129115","-0.98725614"," 0.13868318","-1.92994124"," 1.67135993"," 0.07561369"," 0.63343359","-0.74384403"," 0.88290985"," 0.11353019"," 0.98623027"
"280.9387_288.7"," 0.4671358","-0.5310415"," 0.4898464","-0.4677310"," 0.8091837"," 0.3141973","-0.5481443"," 0.3804528"," 0.5140912"," 0.1410217"," 0.3232267"," 0.5513800"," 0.9765379"," 0.4392517"," 0.3422332","-2.2442080"," 0.8170564","-0.4105206"," 0.0319645","-3.0876944"," 0.6917605"
"280.962_67.7"," 0.067802581"," 0.178692245"," 0.012197624"," 0.211724103"," 0.689007383"," 0.250681203"," 0.156462939","-0.855357478","-0.790993563","-0.647363285"," 1.013810696"," 1.340778691"," 1.020516860"," 1.083860830"," 0.328305698","-1.038359520","-0.353437348","-2.406214004"," 1.515367071","-1.772350267","-0.005132457"
"281.0088_46"," 0.15097590","-0.55522000","-0.41133714"," 0.48698856"," 0.06536523"," 0.78771315"," 0.69313916"," 1.42859560"," 0.36642504"," 0.24586227","-2.59960457","-0.30782146","-2.14467742"," 0.34301225"," 0.06190009"," 0.92878053","-0.24220843"," 1.08264764"," 0.45869633"," 0.50015618","-1.33938890"
"281.0952_110.5"," 0.744033961"," 0.872787152","-1.026402406"," 0.831257352"," 0.122868392"," 0.566909733"," 0.575125386"," 0.365653557"," 0.391176234","-0.329367579"," 0.008843944"," 0.176140933","-3.898296635"," 0.357368199","-0.368070382"," 0.521544921"," 0.011448958","-0.028611102","-0.232627296"," 0.134246724"," 0.203969954"
"281.1133_45.2"," 0.507726834"," 0.567150152"," 0.099105515"," 0.153766287"," 0.206745254","-0.017215945"," 0.273924174","-0.094490829"," 0.006400704"," 0.165442417","-4.224245997"," 0.550036962"," 0.220276019"," 0.099679948"," 0.234438557"," 0.376957966","-0.173795209"," 0.541608087","-0.353485984"," 0.352248254"," 0.507726834"
"281.1384_26.5","-0.761591017","-1.248473101","-0.216489392","-0.919016311"," 0.678668584"," 0.374558624"," 0.006965614"," 0.076433678"," 1.295039480","-0.403983756"," 1.735792054","-1.055563363"," 1.821847658"," 0.260982931","-0.370286833","-1.390231087"," 0.576718130","-0.390818596"," 0.141050626","-1.590864118"," 1.379260193"
"281.1496_35.3","-0.6867461","-0.6014582"," 1.1370577","-1.5828727"," 0.5369172","-1.3807341","-1.3030883","-1.3675140","-1.1513119"," 0.5973280","-0.0841254"," 1.6861472","-0.2183220"," 0.7706805"," 0.9450946"," 0.6022038"," 0.3486554"," 0.9742048"," 0.4802268"," 1.1053567","-0.8077001"
"281.166_30.8","-1.3465471","-1.3465471"," 0.6067574","-1.3465471"," 0.9927021","-1.3465471","-1.3465471"," 0.4791856"," 0.5381733"," 0.7943904"," 0.4857029","-1.3465471"," 1.2070324"," 0.9747326","-1.3465471"," 0.4107946"," 0.7343542"," 0.1802793"," 0.4802992"," 0.7423715"," 0.7990546"
"281.2668_25.8"," 0.3721603","-0.2611799","-0.6182309","-0.2211965"," 0.1783912","-0.2456365","-0.3399799"," 0.7532155"," 0.8716656"," 0.7691279"," 0.4287885","-0.5201636"," 0.5310325","-0.2666645"," 1.0023551"," 0.4566059"," 1.1031512","-0.3719523","-0.4933903","-3.6525584"," 0.5244589"
"281.9262_135"," 0.04342823"," 0.18905549","-1.30706120","-0.59896125"," 0.61033021","-0.07216519"," 0.20656591","-0.14790827","-1.33423947"," 0.98587235"," 1.15477560","-0.62050043"," 1.84128478"," 0.18090591","-0.01550553","-2.07103531"," 1.32103503"," 0.14739239"," 0.36770532","-1.66107668"," 0.78010214"
"281.9453_57.3"," 0.281561509"," 0.137962511"," 1.112216225","-0.317495820"," 0.307006440","-1.004029464","-0.669367000","-1.267940227","-0.263853401"," 0.727985718","-0.585556898"," 1.387668748","-0.966247283","-0.161140622"," 0.089725799"," 0.997359473"," 0.008496943"," 1.520526388","-0.057317769"," 1.290456103","-2.568017375"
"281.994_76.8","-1.1559706"," 1.0029518","-1.1559706","-1.1559706","-1.1262273"," 1.1984412","-1.1559706"," 0.8333000"," 0.9179137"," 0.9280063","-0.2735038","-1.1559706","-0.2580313","-1.1559706","-1.1559706"," 0.7400501"," 1.1123252"," 0.4592312"," 0.7413108"," 0.5904637"," 1.2255627"
"282.002_59.9","-0.62132352","-1.00746231"," 1.62806640","-1.91718495"," 0.20124041"," 0.58365870"," 0.75663608","-0.71029942"," 0.08496293"," 0.44681826"," 0.73572385","-1.79705619"," 0.70381159","-1.38387295"," 0.44080798"," 1.02549520"," 0.92808514","-0.21080139"," 0.61359714","-1.19196469"," 0.69106175"
"282.0123_52.4"," 0.54239838"," 0.06795551","-0.48482959"," 0.31113671"," 0.04553967"," 0.84639901"," 0.64406199"," 0.68867057"," 0.12809423"," 0.81494968"," 0.28745544"," 0.80497084"," 0.28580591"," 0.03157670","-0.34187698"," 0.02831414","-1.46097109"," 0.73153646","-3.44855573"," 0.59061069","-1.11324254"
"282.0498_125.5"," 0.51613123"," 0.68264923","-0.04096010"," 0.82340796","-0.30560922"," 0.79230371"," 0.75254344"," 0.70996130"," 0.76205459","-0.35462720"," 0.02069271"," 0.16090658"," 0.02948190"," 0.47028893","-0.66272467"," 0.70497458","-1.39041164"," 0.30421979","-3.40354108"," 0.46647199","-1.03821403"
"282.1418_27","-1.13356565","-1.38656572"," 0.26396662","-0.85686601"," 0.71361876"," 0.58894559"," 0.33978554","-0.07673676"," 1.08183133","-0.45282313"," 1.68821852","-0.52029598"," 1.74399491"," 0.51947743","-0.57637484","-1.04526008"," 0.40670648","-0.43279129","-0.09517328","-1.98511943"," 1.21502700"
"282.1529_34.9","-0.3721640","-0.0747704"," 0.7720702","-0.2156202"," 0.4188880","-1.5343499","-2.6132833","-1.5714432","-1.3554213"," 0.2278074"," 0.6030252"," 1.1480604"," 0.7983091"," 0.6063699"," 0.7172381"," 0.5433868"," 0.2002433"," 0.8908191"," 0.2786537"," 0.9540585","-0.4218774"
"282.1789_93.5","-0.65061290","-0.29094614"," 0.71426363","-0.57662614","-0.09257857"," 1.25401200","-0.73458085","-0.82757440","-0.96871795"," 0.24280082"," 0.04999656"," 0.64412753"," 2.26434129","-0.05043972"," 0.32593732"," 0.19541204"," 0.30293410"," 0.49523335"," 0.13478875"," 0.49333331","-2.92510401"
"282.2427_26.3","-0.917259717","-1.182324286","-0.274166801","-0.404833430"," 0.820428559"," 1.080990259"," 0.499925511","-0.358855026","-0.783836498","-0.177698676"," 0.644609025","-0.982420183"," 1.054920150","-0.467805424","-0.073180318","-0.851526544"," 3.213949812","-0.908546219"," 0.198654371","-0.134671899"," 0.003647334"
"282.5142_222.5"," 0.04483551"," 0.62631362","-0.13643188"," 0.50845171","-0.09404775"," 0.89634268"," 1.02355436"," 0.52516277"," 0.04839981"," 0.07643989","-1.16121306"," 0.42565900","-1.14075490"," 0.78417226"," 0.05226672"," 0.81284301","-1.17589026"," 0.52650878","-0.13813808"," 0.78002300","-3.28449719"
"282.9521_33.1","-1.1452237","-1.1452237"," 0.9624583"," 1.2310542","-1.1141652","-1.1452237","-1.1452237"," 0.6377983"," 0.6965239"," 0.7113385","-0.2237369","-1.1452237","-0.2075802","-1.1452237","-1.1452237"," 0.6603982"," 0.9127148"," 1.5787749"," 0.5904210"," 0.4124107"," 1.1681557"
