"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"693.4242_26",-0.0080487,-0.014756,0.016463,0.018617,-0.024225,-0.0082444,0.028892,-0.0025198
"693.5272_33.8",0.023559,-0.0036353,-0.0089343,-0.032081,-0.0018849,-0.0088978,0.031821,-0.025798
"693.5639_33.9",0.017496,-0.0082529,0.024307,0.01252,0.0029542,-0.026124,-0.013186,0.024707
"694.6141_54.9",0.0013066,-0.024559,0.023473,-0.0024863,0.017112,0.014269,-0.021699,0.013402
"694.9901_60.1",-0.011312,-0.0018,0.008475,0.0057871,-0.024802,0.032771,-0.033888,0.0083116
"695.1991_44.7",0.0094985,0.017731,0.017548,-0.0066531,0.0081644,-0.019931,-0.046125,-0.012035
"695.8992_97.9",-0.027298,0.017092,0.015779,0.02186,-0.022978,0.0063003,0.012023,-0.024443
"696.6106_55",-0.0013308,-0.02242,0.020783,-0.0068383,0.01321,0.022409,-0.032166,0.012823
"696.6512_36.2",0.0025882,-0.026704,0.013812,-0.045541,0.011197,0.012115,-0.0062587,0.0012421
"696.9919_91.5",-0.00017812,0.028737,0.011196,-0.02988,-0.023562,0.026137,-0.00062,-0.0011574
"698.9504_102.8",-0.012351,0.00090037,0.0095598,0.042292,-0.030626,-0.011397,0.010646,-0.0042742
"699.5024_28.8",0.0095288,-0.026547,0.013773,-0.025105,0.004083,0.019245,-0.013835,0.0069027
"699.7817_86",0.002675,-0.025654,0.0064885,-0.00021838,0.0022699,0.0093435,-0.015191,0.0071036
"700.5051_28.5",-0.008401,-0.034343,0.018506,0.011201,0.003689,0.0055113,-0.0025158,-0.019364
"700.6295_59.3",0.0084953,-0.023785,0.026848,-0.0023326,0.011824,-0.0034639,-0.017702,-0.00045248
"701.5561_34.9",-0.016522,-0.020406,0.020474,0.025364,-0.015762,0.010778,0.00056051,-0.0023746
"701.9178_58.5",0.020313,-0.0094308,0.0040335,-0.04129,-0.0085724,0.015555,0.0058843,-0.019334
"702.3197_41.2",-0.0050363,0.00071438,0.0075082,0.016488,-0.0036303,0.023532,-0.047594,0.025146
"702.5358_31.4",0.016304,-0.020955,0.026845,-0.0022599,0.00062196,-0.00037985,-0.016232,9.7387e-05
"703.0004_95.1",-0.013807,0.044245,0.015354,-0.0081884,0.01144,-0.012506,-0.0039424,0.011284
"703.455_29.2",0.0097819,-0.018003,0.0072964,0.0021428,-0.0073403,-0.0032846,-0.0098757,0.015987
"703.5391_26.6",0.0027685,0.00045489,0.034763,-0.0022818,-0.014916,-0.0038419,-0.0085624,0.021151
"703.5728_36.3",-0.008952,-0.026723,0.016774,0.045736,-0.018839,0.0016069,-0.0066381,0.0058856
"703.8908_83.6",-0.021173,0.023907,0.0021863,-0.0038577,-0.025837,0.029265,-0.018129,-0.0081945
"704.9621_58.9",-0.017631,-0.020027,0.023946,0.015235,-0.0027547,0.010282,0.009217,-0.0053526
"705.525_30.9",0.026171,-0.018643,-0.0068134,0.0095039,-0.0052264,-0.0047264,0.001128,-0.012781
"705.6582_82.9",-0.0079579,-0.012476,0.018965,0.0057874,0.0021247,0.02053,-0.033275,0.020077
"706.5256_50.2",0.0056914,-0.0089392,0.031478,0.01181,-0.014608,6.3122e-05,-0.023771,0.011605
"706.6503_77.6",0.0009529,-0.023074,-0.0072574,0.010007,0.014026,-0.0056171,0.037209,-0.0059188
"707.2228_95.3",-0.017591,0.016095,0.016094,-0.0036247,-0.025996,0.0040197,0.016728,-0.037772
"708.9678_108.1",-0.017366,0.0046233,0.013804,0.0033569,0.023505,0.0095917,-0.0255,-0.0097742
"709.2665_29.7",0.012549,-0.02048,0.028731,-0.028257,0.017923,-0.0030909,-0.0007488,0.0076906
"709.5048_21",0.014671,0.0026357,0.020789,-0.02245,0.0089172,-0.009004,-0.020957,-0.044351
"709.5116_20.2",0.016237,-0.034278,0.021485,-0.015601,0.0057124,0.0014397,-0.016884,0.0059564
"711.0465_114",-0.020129,0.0044468,-0.019449,0.018232,-0.0077884,-0.038179,0.039816,-0.022971
"711.1839_111.2",0.000673,-0.0087004,-0.0033327,-0.0075147,-0.0051532,-0.0083679,-0.0049955,-0.0055615
"711.7822_59.5",-0.0020348,-0.029953,0.010505,-0.0070832,-0.0024472,0.0034407,0.002916,-0.0060077
"714.1287_110.2",-1.809e-06,-0.0063895,0.033399,0.00096191,-0.0091152,-0.0025876,0.0012386,-0.0017156
"714.6575_60.9",-0.0052744,-0.021119,0.0098901,-0.0088728,0.0037267,0.014133,-0.043756,0.0049125
"715.9643_105.8",-0.02504,0.029253,0.015245,0.0064632,0.00097979,-0.027265,0.010079,-0.013204
"716.5225_29.9",-0.0051812,-0.021751,-0.011709,-0.008918,-0.013503,0.041517,0.0030663,-0.035578
"716.8778_66",0.012423,-0.0023593,0.023381,0.0021063,-0.012859,-0.00097944,0.0074524,0.019306
"717.6227_26.6",0.0099028,-0.0047561,0.010236,0.017321,-0.0056686,-0.023626,0.010656,0.0050265
"717.8807_97.7",-0.020835,0.013244,0.013844,-0.027277,0.022406,-0.032576,0.0083136,-0.0085518
"717.891_59.1",0.0064372,-0.0079317,0.0050502,0.015946,0.023915,0.019494,-0.018622,0.011229
"718.5316_37.2",-0.0089588,-0.03418,-0.00103,0.02398,-0.0013626,0.014056,0.0079962,-0.024018
"719.2609_94.1",-0.0043422,0.017759,0.0094434,0.029686,-0.02309,0.0027317,0.023991,-0.019358
"719.4267_34.2",0.0060897,-0.01891,0.024166,-0.004247,0.00015883,0.011284,-0.026541,0.029127
"719.8644_84.5",-0.017705,0.01893,0.019162,-0.02304,0.0086451,0.012846,0.028527,-0.004435
"720.4296_49.4",-0.0054231,0.010455,0.011416,0.018428,-0.034981,0.014703,0.0038923,-0.030252
"722.6611_58.5",0.015145,-0.024282,0.0036239,-0.01148,-0.0046982,0.0018366,-0.023224,0.01479
"722.8879_59.9",0.015388,-0.01306,0.011513,-0.019053,0.0041175,0.012029,-0.0068797,0.011105
"723.0992_132",-0.0033727,0.0058435,1.4057e-05,-0.0058905,-0.011345,0.039328,0.015535,0.01605
"723.3578_94.5",-0.0052392,-0.014044,0.017184,-0.025366,-0.00029824,-0.019837,0.0014141,-0.0016299
"724.2617_27.3",0.0092027,-0.027472,0.01974,-0.0085058,0.0028275,0.025735,0.030548,-0.0062046
"724.8811_79.7",-0.0033741,-0.021647,0.023989,0.0032448,0.022798,-0.0020265,-0.029268,0.0065198
"725.4819_54.4",0.014601,-0.027809,0.011717,0.017564,0.009764,-0.00030593,-0.017296,0.0082388
"725.8702_84.7",-0.023893,0.030532,0.0076147,-0.00017617,-0.014405,0.033338,-0.014363,0.0030631
"728.33_66.4",0.011296,-0.011402,0.0038472,0.0288,-0.0038273,-0.024605,-0.0090219,0.024083
"730.9493_107.8",-0.016091,0.014593,-0.0074021,0.007333,-0.017115,0.037079,-0.021059,-0.017126
"731.577_33.8",-0.0080091,-0.0039295,0.015609,-0.016028,-0.01506,0.027025,-0.011044,0.0065374
"732.5463_30.2",0.01571,0.0014153,-0.0047452,-0.010035,0.0020822,0.0085463,0.0050373,-0.013622
"732.872_62.9",-0.0019847,-0.015812,0.020023,0.0062968,-0.0033136,0.0053486,-0.026026,0.035831
"733.5565_34.2",0.017699,-0.0093199,0.0069081,-0.013617,-0.008944,-0.002453,-0.0044705,-0.0176
"734.5591_43.1",-0.00843,-0.035183,0.0050082,0.042154,-0.010284,-0.00049769,-0.0071209,-0.0054334
"734.6507_26.4",0.0226,-0.0073222,0.0088089,0.0033769,-0.014536,-0.025393,0.0064543,0.010723
"735.2815_24.9",0.029309,-0.030687,0.0014328,0.0081427,-0.00074131,0.002863,0.010501,-0.0047667
"735.3352_29.2",0.0071435,-0.01164,0.0019357,-0.0055945,-0.0086025,-0.020227,-0.013323,-0.047216
"735.6136_112.1",-0.0083208,-0.010211,-0.011828,0.015135,0.0062021,-0.01669,0.010078,-0.0062436
"735.6564_22.7",0.022185,0.0011163,0.009934,-0.038815,0.021053,0.0039786,0.0109,-0.0075297
"736.4105_33.2",0.0022387,-0.013245,0.011118,-0.0018742,0.0026288,0.0013608,0.052959,0.0030122
"737.0989_26.9",0.0091298,-0.010343,0.033931,-0.0084682,0.012875,-0.0080061,-0.016633,0.0067365
"737.7842_65.4",-0.0031971,-0.023209,-2.0374e-05,-0.018241,-0.0099624,0.021312,-0.00013531,-0.020096
"738.2415_44.2",-0.0065516,0.023935,0.016279,-0.010705,-0.0039471,-0.020186,-0.0094008,0.028208
"738.4326_49.1",0.023002,-0.0038999,0.014259,-0.035195,0.016911,0.014203,0.0070246,-0.013148
"738.5066_42.3",-0.0056263,0.01067,-0.013787,-0.0057722,-0.012342,0.052652,-0.024566,-0.0050701
"738.6779_65",-0.0066542,-0.01691,0.025816,0.020525,-0.0044028,-0.019428,0.0040885,0.004173
"738.7855_65.4",0.016733,-0.011379,-0.00077555,0.013803,-0.015712,-0.017356,0.020525,0.012459
"738.8636_64",0.0037726,-0.027766,0.0045442,0.00272,0.014104,0.014599,-0.042993,0.0081713
"739.2437_44.4",0.013421,0.0033165,0.0055557,-0.028724,-0.019907,0.017811,0.0048354,-0.0051761
"739.5109_29.6",0.011045,0.010876,0.019519,0.025812,-0.021925,0.001312,-0.014702,-0.0054467
"740.5224_32.2",0.002065,0.0034437,0.017003,0.0054955,-0.0096129,0.017209,0.0017494,-0.041873
"740.6131_26",0.019526,-0.014269,0.034716,-0.0044335,0.003769,-0.01146,-0.0049771,0.01483
"740.8565_69.8",-0.010379,-0.014867,0.017215,0.021569,-0.010428,0.020735,-0.021483,-0.0067323
"741.1384_108.4",-0.022907,0.018497,-0.027385,-0.0069855,0.017277,-0.021377,-0.006246,0.01849
"741.3302_65.9",0.017249,-0.0069542,0.011627,-0.0010129,-0.0017034,0.032006,0.033075,0.01541
"741.5254_30.1",0.012419,0.008356,-0.0024197,-0.044382,0.022532,-0.01102,0.017704,-0.01639
"741.6879_90.8",-0.002934,-0.0198,0.022009,0.0033229,-0.01278,-0.0026287,0.007939,-0.020843
"742.544_53.2",0.024868,-0.0067812,0.013984,-0.038127,0.019792,0.0085256,-0.00059641,-0.0071678
"742.5749_34.6",-0.015471,-0.027088,0.021835,0.028257,-0.019399,0.0023126,-0.015215,0.00014062
"742.8004_65.5",0.0076712,-0.019589,0.0081103,0.0076046,0.016789,0.011902,-0.032209,0.0080155
"743.6759_124",0.0074413,-0.0094655,0.0020758,-0.044952,-0.0030538,-0.017562,0.022465,-0.015527
"744.3184_49.6",0.0071744,-0.020919,0.0054858,-0.0080084,-0.011542,0.026035,0.023278,-0.015076
"744.5393_53.4",0.021657,-0.0081906,0.025557,-0.022604,0.014654,0.0087164,-0.012988,0.0040206
"744.5774_28.7",0.016263,-0.016341,0.010946,-0.033367,0.011695,0.0089087,0.0050757,-0.0013775
"744.5885_31.5",0.0035566,0.0024075,0.0093077,-0.03465,0.018335,-0.015985,-0.014015,-0.015352
"745.7647_46.9",0.0067191,-0.019513,0.0061649,-0.021075,-0.016053,0.022933,0.013294,0.0030274
"746.4702_49.4",-0.0057544,0.014681,0.021845,-0.0030266,-0.01745,-0.021647,0.0078624,-0.0080271
"746.8909_65.9",0.0016091,-0.026391,0.0082089,-0.0080076,0.0063927,0.00034469,-0.003354,0.014962
"748.3127_50.6",0.00011521,0.0041394,0.028445,-0.0095794,4.2562e-05,-0.013714,-0.0053392,0.012783
"748.5105_55.3",-0.0036016,-0.0050818,0.0034492,0.015024,-0.016503,-0.032018,0.034525,-0.017922
"749.9112_97.3",-0.014019,0.013498,0.017025,0.0065042,-0.019516,0.036273,-0.030143,0.019455
"750.4074_44.7",-0.0023211,-0.033462,0.0082255,0.016855,0.012828,0.0014747,-0.019218,0.022266
"750.5427_30.8",0.013917,0.02086,-0.00033765,-0.027387,0.032374,0.0050504,-0.0026934,-0.0003317
"750.5757_55.2",0.017836,-0.0072934,-0.00031106,0.010956,-0.022388,-0.015378,-0.0015003,0.025542
"750.7027_65.9",0.0070473,-0.028246,0.017239,-0.0074004,0.0046263,-0.0025797,-0.012795,0.010468
"751.4096_43.2",0.0094284,-0.017748,0.0062316,-0.0096589,-0.017778,-0.00015157,0.027361,-0.010084
"751.476_52.5",0.0085191,-0.0032443,0.02873,-0.010355,-0.0015554,0.016777,0.025569,0.024179
"751.5452_30.5",2.8271e-05,0.027327,0.011808,-0.01142,-0.02615,0.046408,-0.017583,0.0099942
"751.7885_65.7",0.013142,-0.026867,0.0075551,0.024992,0.018077,-0.0028252,0.0099867,-0.0038858
"752.3059_25.4",0.012047,-0.025737,0.0069419,0.0010462,-0.0090757,-0.009475,0.0019912,0.014779
"752.5718_55",-0.0062325,-0.017978,0.023586,0.0054334,-0.0088342,-0.0042467,0.025628,-0.015275
"753.5258_29.9",-0.01252,-0.011354,-0.017543,0.005186,0.0028525,0.031291,-0.024651,-0.020228
"754.5381_32.6",-0.0065284,0.0097204,0.0068831,-0.023614,0.00080561,0.029411,-0.017449,-0.016924
"756.1498_194.6",-0.009502,-0.014893,0.010197,0.02702,-0.017368,-0.014775,0.0216,-0.032311
"757.558_32.7",-0.013798,-0.012082,0.016629,0.017864,-0.025265,0.015011,0.013867,-0.011489
"757.8211_83.8",-0.016579,0.021899,0.018852,0.0010201,0.0056224,-0.039342,0.02362,0.0016604
"760.0346_113.2",-0.0072931,0.0084479,-0.018417,0.026433,-0.023717,0.0075215,0.0018667,-0.0016801
"760.5856_38.9",0.014746,-0.0065985,-0.0071998,-0.01398,0.0034176,0.0015672,0.010263,-0.0057149
"761.3548_50",-0.0020076,0.010753,0.017236,-0.0038175,-0.015059,0.033054,-0.0082331,0.0081751
"761.9642_59.8",0.009645,-0.0412,0.011014,0.011542,0.01626,0.00081019,-0.027421,0.0048065
"762.738_282.2",0.018754,-0.016528,-0.0060518,0.0028005,-0.015964,-0.0094815,-0.027297,-0.010056
"762.9811_108.9",-0.020054,0.0014899,-0.0062884,-0.0053714,0.010994,-0.048927,0.014703,0.008785
"763.1198_107.6",-0.02543,0.022225,0.013453,0.020126,-0.01853,-0.0071869,0.017892,-0.023347
"763.5924_35.4",0.0029619,-0.029214,0.025229,0.017252,-0.0026029,-0.019287,0.019532,-7.1316e-05
"764.7927_65.8",-0.0018269,-0.029675,0.017795,0.0045334,0.014873,-0.0030478,-0.013008,0.015541
"765.206_238.5",-0.0051943,-0.0048483,0.014821,0.0062054,0.0046238,-0.0018002,-0.032401,0.036647
"766.557_36.2",0.005987,0.023954,0.025481,-0.025618,-0.010942,-0.0027524,0.01606,0.0073523
"766.6424_58.3",-0.0014009,-0.0049555,0.0025192,0.015667,-0.008616,0.015629,-0.0034454,-0.038968
"766.668_80.7",-0.0052695,-0.015098,0.01684,0.015853,-0.0084299,-0.0093336,0.019864,-0.027503
"766.7581_64",0.0091375,-0.00093442,0.011208,0.029291,-0.019183,-0.017967,0.0082336,0.016564
"767.4682_26.6",0.021803,-0.026393,0.027701,-0.0053175,0.013409,-0.0072318,0.0072561,0.0052856
"767.7659_65.4",0.013493,-0.020651,0.00055953,-0.016005,0.014001,0.031333,0.025281,-0.0033104
"768.752_87.1",0.013155,-0.020653,0.0085853,-0.021097,-0.0029242,0.019849,0.023554,0.0075668
"769.5568_36.5",0.0067512,0.008783,0.032648,-0.014454,-0.012657,-0.00076134,0.0028354,0.010083
"771.8937_98.3",-0.025907,0.0286,0.01455,0.0031224,-0.026476,0.022598,-0.016772,0.015217
"771.9735_290.8",-0.023638,0.024415,-0.012935,0.013923,-0.003847,0.032472,-0.033128,0.00096254
"772.5815_36.3",0.0061782,0.011364,-0.0094355,-0.02818,0.029113,-0.0086522,-0.022724,-0.039126
"773.0857_59.7",0.011185,-0.0095566,0.019005,-0.039767,0.0082517,-0.0044132,0.017693,-0.0071844
"773.5878_35",0.0089282,0.0016109,-0.018043,-0.031133,0.01027,-0.003618,0.0050323,-0.0056151
"776.5631_54.2",0.0012063,0.0060331,0.011276,-0.0068345,-0.013974,-0.035259,0.020735,-0.0042725
"776.5729_28",4.1351e-05,-0.013757,0.023389,0.00732,0.012111,0.016076,-0.010971,0.01635
"776.7705_86.7",0.016648,-0.0094201,0.023659,-0.014198,-0.0048939,0.01333,-0.0054084,0.017365
"777.0625_293.7",0.010375,0.0044541,0.023841,0.035176,-0.020101,-0.019767,0.032208,-0.010628
"777.3373_293.4",0.0036849,-0.010073,0.008531,0.030044,-0.0157,-0.016027,0.032063,-0.031894
"777.9687_54.6",0.013566,-0.005636,0.0090533,0.010825,-0.010994,-0.015101,-0.037061,-0.016325
"778.8371_65.8",0.023011,-0.014579,-0.0027446,0.00063374,-0.023942,0.010465,-0.0094444,-0.023196
"778.9947_90.5",-0.0026232,0.0023785,-0.010356,-0.016149,-0.043003,0.021448,0.0030117,0.027729
"779.5405_39.1",-0.012485,0.013617,0.0078158,0.011556,-0.031979,0.02265,0.012147,-0.034331
"779.8375_65.7",0.018414,-0.00046399,0.010952,-0.0042136,0.016317,0.031929,0.023022,-0.011686
"780.5534_35.1",-0.00014175,0.0099735,-0.021473,-0.033434,0.0079244,-0.02405,-0.031877,-0.014755
"782.9599_54",0.026928,-0.0017253,0.011384,-0.023903,-0.012483,0.006496,0.006429,-0.0056464
"783.4416_55.2",0.015536,-0.028434,0.025233,-0.027658,-0.011637,0.0030376,0.0075062,-0.0015542
"783.5718_34.4",0.008714,0.017599,-0.013176,-0.026739,0.034138,-0.013468,-0.016324,-0.016683
"783.9573_56.1",0.009328,-0.014301,0.0089106,0.022218,-0.013166,-0.0055082,0.017753,-0.039194
"784.099_111.5",-0.025275,0.0057523,-0.017485,0.018494,-0.014295,-0.02386,0.0067123,0.0040063
"784.9632_108.1",-0.0052321,-0.016932,0.001412,-0.0031308,0.004662,-0.039876,0.015996,0.028614
"785.9552_54.7",-0.0094509,-0.020759,0.0052394,0.010202,-0.0050603,0.012021,-0.044211,0.015509
"786.9526_54.8",0.0067321,-0.024782,0.024376,-0.029222,-0.010644,0.01349,0.011834,-0.016998
"787.4564_55.1",0.00077406,-0.0010187,0.009251,0.0062809,0.0022457,-0.012227,0.010077,0.0010847
"787.6047_34.4",0.01059,0.014107,-0.0050841,-0.031947,0.0075488,-0.023443,-0.026179,-0.007143
"788.0617_59.9",0.004516,-0.029288,0.02583,-0.00076784,0.0080753,0.00043513,-0.022458,0.027794
"788.433_55.7",0.0065628,-0.027163,0.021148,0.0086613,-0.01315,0.0261,-0.0039222,-0.00088878
"788.4743_55.7",-0.0059404,-0.032619,0.016912,-0.0025066,0.0067142,-0.0017012,-0.021504,0.022308
"789.06_59.9",0.0031758,-0.023471,0.02066,-0.0038291,0.01401,0.027761,-0.035724,0.023307
"789.4325_54.6",0.020295,-0.0080113,0.010745,-0.0030393,-0.0053836,-0.0034552,0.011996,0.0068031
"790.2723_49.8",0.012228,-0.020375,0.028003,-0.022082,0.016509,-0.01461,-0.01161,0.0063499
"790.5879_26.6",0.0060402,-0.023369,-0.0079052,0.0059907,-0.020981,0.0076864,0.0043532,0.017824
"791.9588_106.5",-0.023677,0.012668,0.020464,0.0023446,-0.0025656,-0.0013864,-0.0086951,0.016786
"791.9978_287.9",0.013091,0.00097566,0.0088416,-0.030262,0.010887,-0.020625,0.0074368,-0.036802
"792.5544_32.5",0.013413,-0.010381,0.0067881,-0.021178,-0.0037246,0.013636,0.0025605,-0.029659
"793.5942_32.6",-0.0013549,-0.03244,0.025241,0.031028,-0.012854,-0.0023142,0.0037778,-0.0062891
"793.6482_57",-0.0064765,-0.016713,0.011763,0.04084,-0.022215,0.0034013,0.0043977,-0.0025874
"793.8763_98.1",-0.019989,0.0018304,-0.0048055,-0.01116,0.0062234,0.036732,-0.013253,0.0046944
"794.9699_95.5",0.00033677,0.01566,0.021622,-0.0062323,-0.0043305,0.023119,0.049278,-0.0006903
"795.4906_35.9",-0.0023817,-0.030602,0.014758,-0.022068,-0.012073,0.0078128,0.016063,-0.0038894
"796.5848_34",-0.0065244,-0.0092725,-0.008833,-0.007227,-0.0016046,0.034725,-0.027127,-0.0089328
"796.6467_57.2",0.010417,0.0028024,0.040098,-0.0022408,-0.0054011,-0.0028812,-0.0025462,-0.0033109
"797.1127_59.8",0.01932,0.006828,0.0096831,-0.023078,-0.0088292,-0.010243,0.013199,-0.018459
"797.4208_54.6",-0.0034047,-0.018929,0.00069196,-0.016373,0.0051057,0.02667,-0.011198,-0.0046939
"798.5642_30.7",-0.00038261,-0.012285,0.011476,0.028604,-0.030001,-0.016775,0.022699,0.0022705
"798.6021_36.8",-0.010194,0.015068,0.0049996,-0.0096754,-0.028568,0.037924,-0.012472,-0.008901
"799.4158_54.4",-0.0057636,-0.0075434,0.00058655,-0.011095,-0.0063732,0.02955,-0.0043788,-0.032413
"799.6038_34.8",-0.0062477,0.012476,0.011416,-0.027754,-0.038621,0.039951,-0.0015557,0.0046165
"800.6163_35.5",0.013335,0.0078829,-0.0075275,-0.017317,0.0090826,0.033121,-0.004098,-0.0012224
"800.9771_95.3",-0.015906,0.017647,-0.010254,-0.010643,-0.0088875,-0.025846,0.0064722,0.0079516
"801.5338_26.2",-0.020784,-0.013722,0.0063777,-0.027724,-0.00437,-0.017967,0.019787,-0.017026
"801.5798_30.9",-0.010126,-0.024373,0.0047623,0.02298,-0.017354,0.0061744,0.023751,-0.02349
"802.067_59.4",0.019019,-0.0031569,0.020547,-0.030851,0.00046591,0.0089331,-0.0034301,0.01197
"802.5368_32.5",0.0046863,0.0058723,-0.019728,-0.026959,0.0085202,-0.030514,-0.033501,-0.0078852
"802.5953_31.2",0.021169,0.0086519,0.0074694,-0.037567,0.018886,-0.00080046,0.018683,-0.026847
"803.5412_30.1",0.0068978,0.0010424,-0.01039,-0.036142,-0.0016357,-0.019902,-0.034615,-0.023053
"804.4803_53.8",0.015099,-0.021038,0.012237,0.0126,0.0048739,0.00070622,-0.014191,0.021071
"804.5552_33",-0.0024768,0.020142,0.019206,-0.040635,-0.013361,0.028392,-0.0143,-0.011143
"804.661_63.7",0.004325,0.00061604,-0.013118,0.023752,-0.013231,0.0067371,0.014248,0.013256
"805.5562_34.7",-0.015984,0.016655,-0.022393,-0.018585,0.027812,-0.02782,-0.0032788,0.020701
"805.774_65.5",0.020754,-0.026884,0.0077837,0.0040627,0.0044898,0.014102,0.013405,-0.0075192
"806.5698_32.7",-0.0092374,0.017851,0.023087,-0.034804,0.0015669,0.012974,-0.005782,-0.01809
"806.9449_107.6",-0.01484,0.02041,-0.018928,-0.0012915,0.013022,-0.026348,-0.0089295,0.011586
"807.5725_32.6",-0.0064437,0.02536,-0.011737,-0.0084773,0.055619,-0.014095,-0.0068962,-0.0045833
"808.4013_53.9",0.0020298,-0.017979,0.010222,0.02336,-0.011322,-0.036338,0.010298,0.0028312
"809.1607_111.8",-0.01019,-0.0077911,-0.015162,0.010107,-0.023918,0.0016555,0.010902,0.02562
"810.4408_56",0.023038,-0.018112,0.0037567,-0.02045,0.017351,0.028264,0.0096176,-0.028676
"811.4976_26.8",0.0030133,-0.017746,0.0034861,0.021895,0.0011102,-0.0073092,0.0092311,-0.029761
"811.5315_36.4",-0.017221,-0.0016023,0.01669,0.010966,-0.025469,0.0094245,0.024325,-0.021022
"811.6154_81.5",0.0074162,-0.011689,0.01929,-0.011086,-0.0043299,0.0049312,-0.0057677,0.0053139
"812.1058_110",-0.020846,0.0012761,-0.0067301,0.021997,-0.030654,0.042899,-0.023114,-0.0069541
"813.3339_66",0.013592,-0.025188,0.028444,-0.0049493,-0.0098472,0.00083761,-0.0031969,0.00482
"813.9411_105.4",-0.019897,0.022932,0.018199,0.0069061,0.017051,-0.028937,-0.0057855,0.011771
"814.5367_33.1",0.0017048,0.0091776,0.023381,-0.014176,-0.029247,0.014946,0.011253,0.021463
"816.4771_55.2",0.011615,-0.027664,0.017427,0.0035341,0.013829,0.00043825,-0.033074,0.02881
"816.5525_33.5",0.004808,0.017761,0.002723,-0.026472,-0.00024612,0.027923,0.0021263,0.0056742
"816.9502_95.2",-0.0015239,0.023582,0.0141,-0.01627,0.030016,0.0063324,0.0092107,0.034692
"817.041_59.5",0.0072415,-0.039291,0.0083156,-0.012751,0.016237,0.0036211,0.0050961,-0.00020025
"817.0692_58.9",-0.0053527,-0.033393,0.014064,0.01154,-0.022558,-0.002299,0.015173,-0.0030183
"817.8407_83",0.0044168,0.018006,0.033188,-0.01654,0.0033157,-0.021771,0.0045647,0.018763
"818.0385_59.6",0.0021981,-0.041369,0.0057989,0.0148,0.01684,0.0060893,-0.010654,-0.0042317
"818.4718_55.3",-0.006391,-0.028736,0.024221,0.0079856,-0.0010109,0.013498,-0.017276,0.031292
"818.5696_34.9",-0.0068184,0.015856,0.010508,-0.0075141,-0.029688,0.041315,-0.020159,0.010258
"818.915_285.1",0.0035753,-0.0085317,0.0094019,-0.00044616,0.02556,-0.0075201,0.034437,-0.010765
"818.915_89.4",0.0086641,-0.01155,0.010741,0.011427,-0.0018375,-0.010975,-0.014106,0.014326
"819.7427_87.5",-0.0031891,-0.016542,0.0045836,-0.020993,-0.0089613,-0.0071546,0.025093,-0.0061123
"820.5843_33.3",-0.0058647,0.012956,-0.0019014,-0.03098,0.023082,0.0010699,-0.010096,0.012929
"820.6031_81",0.0098133,-0.0081441,0.024494,0.0057373,0.00015968,-0.014046,0.040857,0.00028979
"820.8177_65.8",0.0074811,-0.017502,-0.00086308,-0.029523,-0.0029867,0.011818,0.017019,-0.018453
"821.5882_33.3",0.014036,-0.019705,0.025526,-0.011282,-0.012329,0.025696,0.0094757,0.0012483
"821.8188_65.6",0.012658,-0.019057,0.0035208,-0.011592,1.0744e-05,0.018443,-0.0048847,-0.00012716
"822.8568_80.8",-0.0076165,0.025208,0.01924,-0.00031584,0.030354,-0.01135,-0.0136,0.011678
"822.9582_95.3",-0.013258,0.036751,0.008602,-0.0049174,0.031102,-0.017165,-0.0031497,-0.0015385
"823.3796_30.7",0.0017799,-0.023098,0.0011161,-0.015359,-0.012858,-0.021241,-0.0099957,-0.03886
