"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"319.1973_109",0.025008,-0.011042,-0.023053,0.021458,-0.0083087,0.0062812,-0.0040996,0.013982
"319.2055_35.8",0.029773,-0.0017004,-0.018666,-0.0027157,0.0013863,0.013821,0.024476,0.023681
"319.9201_70.1",-0.030139,0.0076528,0.011204,0.011302,-0.017111,0.0023982,0.01775,-0.035064
"319.9904_76.7",-0.022138,0.015985,-0.031211,-0.0084405,0.01446,-0.022269,-0.0020807,0.015828
"320.1019_69.6",-0.017378,0.013531,-0.020313,-0.018106,0.018272,-0.020474,-0.0029531,0.025322
"320.163_35.3",0.023841,0.0090041,-0.011122,0.031688,-0.012645,-0.027623,-0.010988,0.010564
"320.2068_24",-0.0041816,0.0017593,0.028507,0.020437,-0.034233,-0.008728,-0.001026,-0.0036939
"320.9222_45.7",-0.016497,-0.0015448,0.027154,-0.039451,-0.0024345,-0.013012,-0.0038337,0.010216
"321.0585_96.1",-0.001949,-0.027341,-0.0081561,0.037201,-0.013923,-0.00090179,0.00043017,-0.019635
"321.9482_82.7",-0.027714,0.014164,-0.018019,0.0083733,-0.017998,0.038137,-0.022704,0.00081537
"321.9651_71.3",-0.031152,0.01309,-0.013139,0.0097021,-0.017949,0.027935,-0.0046734,-0.013013
"322.0893_32.6",-0.030488,0.0095504,0.0079856,-0.0085704,-0.021137,-0.0059299,0.0097352,0.0081503
"322.1428_97.6",0.032506,0.013546,-0.018574,-0.010595,0.00032553,0.0045137,0.016605,-0.0094277
"322.1763_34.9",0.030625,0.0027116,-0.017909,-0.018498,0.0016416,0.005914,0.0087447,0.0040344
"322.187_89.7",0.033149,0.011605,-0.021405,-0.0047081,-0.0067847,-0.0025974,0.0039999,-0.0025596
"322.2741_26",0.019641,-0.0063123,-0.018371,-0.019381,0.0034904,0.016349,0.0072119,-0.029968
"322.9958_168.1",-0.0094157,0.0027107,-0.0093161,0.042751,-0.022877,-0.0061291,0.030645,-0.02133
"323.0934_26.8",-0.024017,0.010765,0.0065363,0.00099666,-0.0072829,-0.011866,0.0042631,0.011694
"323.1675_91.6",0.011196,-0.024283,0.016269,-0.0011277,0.002592,0.0078114,-0.028043,0.039168
"323.2005_26.3",0.01767,-0.014209,-0.0089379,-0.0041143,0.022421,-0.017668,-6.6669e-05,-0.021885
"323.3832_245.9",0.016168,-0.0208,0.018451,-0.00358,0.013145,0.015839,0.001194,0.00027809
"323.8689_69.9",-0.011434,0.0048653,0.0039493,-0.014695,0.01828,-0.00654,0.023139,-0.022269
"323.9944_167.9",0.0087275,0.012544,-0.01275,0.022557,0.015151,0.006203,0.04444,-0.0096689
"324.0015_103.3",-0.0045388,-0.0084935,0.017733,0.013051,-0.0075233,0.0026233,-0.026532,0.025494
"324.0324_217.3",-0.018769,0.017422,-0.0084545,0.0053756,0.032263,-0.032861,0.012282,-0.010083
"324.0453_113.9",-0.026217,0.018088,-0.019353,-0.0059364,0.0062465,-0.030439,0.01644,0.0054881
"324.0558_156.3",0.013604,-0.019476,0.016081,-0.014191,-0.0043472,-0.013141,0.0076843,0.0045728
"324.0592_150.7",-0.021983,0.0084765,-0.036107,0.010513,-0.0047152,0.0034927,0.0050304,0.0091395
"324.0592_276.8",-0.034377,0.024067,-0.010158,0.012713,-0.0058709,-0.013197,0.019143,0.0070193
"324.1893_29.7",0.023864,0.0058908,-0.011847,0.020523,-0.016025,-0.014923,-0.0078376,0.01314
"324.8049_62",0.00121,-0.015745,0.011609,-0.014033,0.0081642,-0.01386,-0.0025149,-0.0079118
"324.8212_65.6",0.0091172,-0.0076131,0.03248,-0.026664,-0.0057957,-0.010765,-0.0040883,-0.016789
"325.0425_111.4",0.0066296,0.015231,-0.019454,0.011043,-0.022027,0.0083358,-0.0057,-6.9759e-05
"325.0618_157.5",-0.017535,0.013591,-0.017685,0.01847,-0.018487,0.0047092,0.0099451,-0.024948
"325.1123_107.1",-4.1608e-05,0.031993,0.017373,-0.01982,-0.00051159,-0.014152,-0.0072653,0.023516
"325.1344_68.6",-0.013995,0.025484,0.012401,-0.011762,0.021188,-0.017521,0.0023286,-0.0013342
"325.1595_273.6",-0.02187,0.020305,0.0018083,-0.0043823,0.026833,-0.011239,-0.0093819,0.015974
"325.1619_35.9",-0.023557,0.030578,0.0071161,0.014198,-0.020749,-0.010226,-0.00012773,0.021327
"325.959_46.2",-0.011766,-0.0038675,-0.0044183,-0.02213,0.012428,0.0029993,-0.032687,0.027708
"325.999_68.8",-0.0082917,0.015181,-0.013539,0.012031,-0.0028575,-0.041127,-0.013659,-0.0413
"326.1521_62.8",-0.014369,0.0019999,0.01363,0.0036443,-0.044203,0.038781,-0.013488,0.0045862
"326.1823_93.7",0.03213,-0.0093475,-0.00096376,0.024357,-0.0061168,-0.035993,0.0061614,0.0081824
"326.9553_280",0.0023992,-0.0085143,0.029485,0.018923,-0.016168,-0.020286,0.0056455,0.025331
"327.2528_26",0.023171,-0.029998,0.021478,0.0015278,-0.0038036,0.0053214,-0.014568,0.0017617
"327.2894_26.1",0.0041065,-0.012865,0.033812,-0.0067764,0.0063814,0.0038622,-0.014356,0.021847
"327.9098_68.2",-0.027485,0.030451,-0.007071,0.0080191,0.022546,0.0008543,-0.0087401,-0.0025179
"327.9521_69.6",-0.021209,0.02235,-0.0038546,0.004071,-0.0080301,0.011328,0.014352,0.0022983
"328.2226_32",0.031465,0.0017604,-0.03222,0.01902,-0.0068941,-0.0056427,-0.0054796,-0.00045005
"328.2325_28.8",-0.0060719,-0.029732,0.023303,0.0051375,0.0038642,-0.012829,0.0073986,-0.012687
"328.2632_40.3",-0.011484,0.018619,0.03154,0.00015683,0.010369,0.0031987,-0.0072043,0.00832
"328.3574_25.7",-0.0096438,-0.016081,0.011801,0.0059619,-0.014538,-0.022782,0.02094,-0.011003
"328.769_57.6",0.019443,-0.0063351,0.0047074,-0.025759,-0.0070432,-0.013393,-0.010087,0.011873
"329.0996_32.3",-0.017885,-0.014778,-0.0041822,0.0084584,0.0034301,-0.018718,-0.016915,0.02161
"329.1467_32",0.0031431,-0.030837,0.0031033,0.021954,0.0056929,-0.0045318,0.040252,0.0053808
"329.1496_34.3",0.028405,0.0099597,-0.014339,-0.0099602,-0.01772,-0.0032766,-0.034979,-0.022351
"329.2263_30.5",0.024147,-0.0037882,-0.024894,0.0071878,-0.013427,0.018657,-0.0072909,-0.0019768
"329.324_25.9",0.017341,-0.033126,0.020679,-0.0091106,0.011005,0.0077238,0.0042012,0.015331
"329.9078_70.2",-0.0092385,0.0057083,0.013013,0.01429,0.026919,0.0085304,-0.017548,0.0023609
"329.9238_76.2",-0.0010262,-0.030082,0.024748,0.015124,-0.0053496,-0.0089308,0.0091982,0.00082146
"329.9495_70.2",-0.0093683,0.0081026,-0.0027092,0.01572,-0.0087856,0.034244,-0.022142,-0.0098816
"329.9729_62.6",-0.00041922,-0.0066776,-0.018979,0.00086836,-0.0014944,-0.0094907,0.050091,0.02767
"330.073_84.8",-0.010451,0.015367,-0.0097194,0.0095718,-0.025263,0.025199,0.017102,0.0013049
"330.2387_30.1",0.039155,0.004666,-0.020525,0.015049,-0.0099684,0.00294,0.0019843,-0.00091549
"330.3368_25.8",0.020693,-0.024606,0.019639,-0.033999,0.0020249,0.012263,-0.010918,0.0037245
"330.6759_80.3",-0.003859,-0.0052644,0.016663,0.043011,-0.024758,-0.0024966,-0.0033441,-0.0081099
"330.8818_70.6",-0.0010758,0.0017354,0.035157,0.018433,0.015136,0.0016506,-0.0027804,-0.0023077
"331.1753_116.5",-0.028057,0.014615,-0.011201,0.0093169,-0.029473,0.027718,-0.023217,0.0075401
"331.1904_23.4",-0.014087,-0.0068874,0.022197,-0.014645,0.0034661,-0.0095748,0.0097306,0.017614
"331.1972_41.1",0.031399,0.0047418,-0.016793,0.030038,-0.020798,0.0032778,0.00061831,0.0057807
"331.234_94.6",0.03328,0.0033377,-0.013523,0.027964,-0.016937,0.00085119,0.0031234,0.0084164
"331.242_30.3",0.036241,0.004542,-0.01786,0.026235,-0.012079,-0.010926,0.00051525,0.0063367
"331.2843_26.6",0.029745,-0.021378,0.024455,-0.023038,0.0025294,0.0019182,-0.0047006,0.0013771
"331.34_25.9",0.016432,-0.023611,0.018618,-0.036881,0.0090355,0.01221,-0.010828,0.0076548
"332.0571_89.8",0.010422,0.0042543,0.0080323,-0.026374,0.029406,0.0037874,0.046048,-0.012436
"332.1921_127.5",0.032183,0.0039468,-0.023289,0.015559,-0.0034102,-0.011115,0.00046056,0.0047609
"332.2078_28.1",-0.01348,-0.018887,0.019555,0.023902,-0.0045311,-0.0044764,0.0016695,-0.020366
"332.2179_35.9",0.039359,0.0043584,-0.01974,0.011735,-0.0071864,0.0073546,0.0012352,-0.0022805
"332.2877_25.4",0.031915,-0.016045,0.015396,-0.015512,0.0067245,-0.0016158,-0.00078874,-0.00010112
"332.3432_25.7",-0.0012634,-0.027162,0.019607,-0.0004726,0.010456,-0.0089459,-0.026629,0.015787
"332.5608_284.9",-0.03067,0.0036627,-0.01409,0.016526,-0.014233,0.0063258,0.022692,-0.025997
"333.0174_72.5",-0.0099471,-0.01229,0.016344,0.014625,-0.02414,0.0083214,0.028867,-0.019142
"333.0332_107.2",0.00079137,0.015496,-0.0064418,0.015429,0.042736,-0.0062555,-0.0010942,-0.012807
"333.063_284.7",-4.2781e-05,-0.0053442,0.0036027,0.013756,0.0058341,0.0028658,0.01405,-0.025989
"333.0643_77",-0.0059817,0.00084825,-0.0066465,-0.003128,0.011161,-0.032277,0.012804,-0.035144
"333.1768_115.4",0.0088991,-0.0031917,-0.01878,0.037221,-0.030424,-0.0041892,0.0033725,-0.030873
"333.2212_35.9",0.039815,0.0047448,-0.018346,0.0094927,-0.004459,0.0084044,0.0066513,-0.0075501
"333.2911_26.6",0.01456,-0.0093962,0.017088,0.017453,-0.011106,-0.023269,0.010572,0.022805
"333.3191_25.3",0.00048084,-0.021108,0.016834,-0.0018568,-0.0070072,0.011669,0.0011923,0.016514
"333.8968_70.4",-0.021032,0.017135,-0.0099644,-0.005058,0.036444,-0.024693,0.0085343,-0.018906
"333.918_70.9",-0.028655,0.021516,-0.010272,0.0079924,-0.013216,0.038411,-0.01467,-0.010753
"334.1397_41.9",-0.00054408,0.0078058,-0.0088522,-0.0066736,-0.021848,0.016571,-0.027908,0.0070611
"334.1798_33.2",0.038747,0.0062745,-0.013792,0.02617,-0.0048963,-0.0049882,-0.00018717,-0.00062099
"334.8057_55.7",0.017297,-0.011847,0.0081235,0.024243,-0.022787,-0.028091,0.012514,0.012101
"334.9748_80.7",-0.014682,0.013018,-0.00067782,0.0030214,0.026783,-0.016378,-0.030879,0.032896
"335.0637_118.4",-0.018426,0.030386,0.0020743,-0.01986,0.0066241,-0.023551,-0.0038874,0.022583
"335.0736_275.8",-0.025081,0.038701,0.0015509,-0.0013026,0.019215,0.00084657,-0.003082,0.00082737
"335.1919_127.7",0.022042,0.0061108,-0.011186,0.037612,-0.021954,-0.020769,-0.0084222,0.0071715
"335.8944_69.6",-0.021542,0.014288,0.0086056,0.012911,-0.022021,0.0092664,0.018466,-0.044142
"335.9144_66.5",-0.018244,0.015312,0.01358,-0.0064623,0.013334,-0.013623,0.020399,-0.0047543
"335.9646_78.2",0.0012225,0.0034407,-0.0085691,0.021963,-0.017449,0.023641,0.0067999,-0.030641
"336.0479_208.5",0.01069,-0.012832,-0.029139,0.032205,-0.020851,0.0059386,-0.0077117,-0.0012395
"336.0669_118.5",-0.0099867,0.0061567,0.022849,0.009411,-0.027434,-6.6915e-05,0.041718,-0.022712
"336.1402_127.4",-0.0212,0.02607,0.0031159,-0.0042923,-0.026172,0.022452,-0.0087236,0.017239
"336.1917_34.3",0.0307,0.0058962,-0.017501,0.021812,-0.010135,-0.0078988,-0.02235,0.0014001
"336.2247_26.1",0.00525,-0.0059209,0.010869,-0.0020474,-0.012671,0.00015058,-0.015825,0.032562
"336.8342_56.4",0.025697,-0.014992,0.017466,-0.028925,0.0022981,0.0015545,-0.0012102,0.0019857
"337.195_32.8",0.023151,0.00030644,-0.0019173,0.015303,-0.037094,0.0038903,-0.0057884,0.030699
"337.2359_23.5",-0.014514,0.0095363,-0.0031549,-0.010452,0.037045,-0.031392,0.015422,-0.0085033
"337.9385_71.1",-0.026694,0.019208,0.0042382,0.024776,-0.011199,0.0076148,0.011819,-0.027078
"337.9807_69.2",-0.014533,0.026532,-0.010586,-0.0047731,0.048704,-0.016175,-0.004889,-0.0030745
"338.0466_223",-0.012588,0.026352,-0.011132,0.0040534,0.019686,0.018673,0.033058,-0.0019224
"338.0644_86.9",0.0023687,0.0055658,0.0055365,-0.035416,0.026225,-0.028652,0.0056347,-0.030403
"338.1821_95.8",0.023632,0.0046799,-0.020273,0.023885,-0.019972,-0.0025803,0.011,0.018187
"338.2051_28.6",0.037372,0.0053951,-0.012719,0.019425,-0.010799,-0.0043085,0.0052387,0.0031009
"338.2171_19.2",0.020045,-0.011612,0.0071046,0.025464,0.0059183,-0.001408,-0.037454,0.021808
"338.2406_26.4",0.010929,-0.013846,0.011925,-0.034249,-0.00829,-0.017371,0.0053653,-0.012842
"338.3372_26.6",-0.0034154,-0.026066,0.017715,0.005188,-0.0032556,-0.0073029,-0.0068203,-0.016799
"339.0542_222.4",-0.025711,0.028282,-0.0098774,0.0024641,0.005301,0.0017089,0.0057831,-0.024615
"339.1931_285",-0.02373,-0.0016782,-0.012094,-0.004277,0.010304,-0.02048,0.015236,0.0057577
"339.1952_26.9",-0.017404,-0.0077306,-0.0053685,-0.015585,0.028958,-0.028074,0.0045215,0.0010349
"339.2889_26.6",0.020176,-0.0049453,0.0086232,0.014851,-0.008365,-0.020429,0.0016315,0.021506
"339.9398_75.4",0.0072277,-0.034068,0.013197,-0.00011873,-0.023591,0.00065174,-0.011105,0.035838
"340.01_239.2",-0.029272,0.01604,-0.0014227,0.0095461,-0.0023218,-0.029583,0.013208,-0.0075596
"340.0277_74.9",-0.027696,0.033099,0.0010257,0.005444,0.012498,-0.017133,0.0047963,-0.004996
"340.081_77.8",-0.00098793,-0.028116,0.026447,0.035444,-0.020906,0.0066269,-0.0013103,-0.0070756
"340.3211_26.3",0.019744,-0.016617,0.02456,-0.0020587,-0.0014693,-0.0053949,-0.0042188,0.018014
"340.3938_24.6",0.017958,-0.0062244,0.01694,0.016654,-0.022048,-0.0082247,0.031383,-0.022207
"340.9277_289.4",0.019994,-0.028786,0.019248,0.0026231,0.02822,0.021815,0.013585,0.00067741
"341.1077_64.1",-0.019109,0.018971,0.0099424,-0.032212,0.02214,-0.021975,-0.00018636,-0.0057653
"341.1349_39.1",-0.011913,-0.0034504,-0.0015709,-0.0059329,-0.0032526,-0.026652,0.025627,-0.019432
"341.1561_123.5",0.015433,-0.0070021,-0.010442,0.041109,-0.013609,-0.010003,-0.0020197,0.011196
"341.1923_27",0.015568,-0.006111,0.018937,-0.0094311,-0.0037554,-0.0063037,-0.022976,-0.020143
"341.3051_26.9",0.02999,-0.018471,0.021268,-0.019206,0.0036222,-0.0031393,-0.0094181,0.0078207
"341.8631_49.1",0.019981,0.0076861,-0.0049356,0.0019251,-0.0032153,-0.011277,-0.010427,-0.00567
"341.973_72",-0.019224,0.014487,-0.026944,-0.0093612,0.013982,-0.032549,-0.0036195,0.02343
"342.1183_291.3",-0.024263,0.029579,-0.0096147,0.0029885,0.002891,0.0179,-0.0012477,-0.022437
"342.2024_29.4",0.016672,0.0024543,-0.0249,0.029574,-0.019171,-0.019054,-0.0029108,0.030579
"342.2387_29.1",0.020751,-0.012772,-0.036032,0.015593,-0.0075388,-0.0031227,-0.0026018,-0.0062071
"342.3085_26.4",0.027798,-0.017862,0.024737,-0.014954,-0.002418,-0.00062897,-0.0075156,0.0036526
"342.488_224",-0.0081528,0.022117,0.0018499,0.0037964,0.030268,-0.027825,0.011959,-0.023384
"342.9412_68.5",0.011919,-0.016832,0.011011,0.0040475,0.00030036,0.01199,-0.027595,0.021652
"343.0468_65.6",-0.015852,-0.0028304,-0.0019468,-0.017322,0.029388,-0.021391,0.014633,-0.030556
"343.0666_112.5",-0.022086,0.018432,-0.02666,0.032892,-0.012329,-0.01026,0.01603,0.0094298
"343.1301_29.8",-0.029393,-0.012234,-0.023643,0.0027866,-0.015779,0.020612,0.0053804,-0.011262
"343.3119_26.4",0.022072,-0.018431,0.016636,-0.0038163,-0.0082308,-0.017258,-0.0076118,0.0055232
"343.8665_211.6",0.0084303,-0.023824,0.024353,-0.020242,-0.01153,0.0020345,-0.010346,-0.018371
"343.8844_71.1",-0.029013,0.0091859,0.009363,0.0082725,-0.019089,0.0064359,0.018571,-0.037561
"343.9051_23",-0.0062327,-0.015274,0.025107,0.013414,-0.0044253,-0.0084516,-0.038673,0.040043
"343.9256_70",-0.026526,0.015538,-0.01376,0.0034842,-0.014279,0.040843,-0.0018689,-0.017968
"343.9466_70.8",-0.02876,0.020341,-0.012067,0.0148,-0.010642,0.037884,-0.016378,-0.0054809
"343.9594_53.1",0.0063352,-0.020252,0.0095339,0.014484,-0.0095363,-0.019345,0.026495,-0.028874
"344.0444_65.4",0.00070688,-0.0063183,0.019113,0.016854,-0.007831,0.0042783,0.0078103,-0.033946
"344.156_119",0.0019658,0.001682,-0.010835,0.013724,0.010337,-0.033158,0.025891,-0.01242
"344.2544_28.4",0.035431,0.003333,-0.01765,0.021617,-0.012264,-0.0072282,-0.0093083,0.0053964
"344.8752_175.4",-0.0029026,-0.028535,0.022698,0.035939,-0.015825,0.0042403,-0.0070119,0.0026293
"345.1444_37.1",0.026937,0.0088737,0.0010089,0.016903,-0.0094445,-0.020696,0.0080619,0.0082395
"345.2132_39.1",0.035439,0.009081,-0.025561,0.010981,-0.0067602,0.0099429,-0.0046717,-0.0080418
"345.2247_93.9",0.036993,0.0056321,-0.011064,0.028296,-0.0060903,-0.016982,0.0040844,0.0016103
"345.2577_27.5",0.037339,0.0054787,-0.020186,0.021429,-0.0083724,-0.00030694,-0.00049858,-0.0013278
"345.2995_26.3",0.012299,0.0096243,0.022089,0.0063438,-0.025356,-0.015491,0.0035299,0.020196
"345.9232_70.6",-0.030635,0.0017228,-0.0032827,0.0045863,-0.023353,0.021335,-0.0041776,-0.036408
"346.197_40.2",0.030109,0.0066703,-0.01707,0.035021,-0.015304,-0.01627,-0.0012599,0.017071
"346.2332_33.7",0.040203,0.0041434,-0.018184,0.015858,-0.0063855,0.0048854,0.0045321,-0.00020589
"346.2738_25.9",-0.020482,0.011298,-0.013676,-0.030215,-0.0022212,0.024068,-0.028331,-0.006656
"346.7405_56.7",0.0051748,-0.0009856,0.015407,-0.0016291,-0.00068586,-0.00046144,0.014951,0.013687
"347.0251_94.9",-0.014086,0.029797,-0.011608,-0.0045837,0.042127,-0.010054,-0.012959,0.0021071
"347.0523_45",-0.025424,-0.015919,0.023528,0.018632,-0.010188,0.016214,-0.014856,-0.0076583
"347.2036_106.5",0.024322,-0.010809,-0.019709,0.024066,-0.014322,0.00074696,-0.004208,0.010569
"347.2289_97.2",0.027919,0.0058511,-0.022024,0.025428,-0.026881,-0.010635,-0.018404,0.0042933
"347.2365_33",0.038261,0.0063466,-0.019515,0.0099509,-0.0017254,0.0061999,0.0056989,-0.0069937
"347.9341_73.7",0.021897,-0.0026809,-0.0065073,-0.03704,0.035597,0.011544,0.0093423,-0.021107
"348.0656_122.5",0.0109,-0.003967,-0.0044166,-0.031388,0.041955,0.010897,0.027509,0.0041873
"348.0704_282.8",-0.023938,0.033049,-0.010615,-0.011147,0.0033513,-0.017273,-0.00058854,0.015529
"348.0705_127.6",-0.0065971,0.020842,-0.023687,-0.037636,0.010969,0.007046,-0.0065981,0.0092971
"348.2747_22.7",-0.0059464,-0.013266,-0.005318,-0.020919,0.017945,-0.022194,0.005041,0.034417
"348.3384_25.3",0.0085873,-0.019489,0.023855,0.0024792,0.013587,-0.0054982,-0.010456,0.021164
"348.9496_67.1",0.0027292,0.013099,0.031418,-0.0041753,-0.013566,-0.019229,-0.0019509,0.035238
"349.0543_134.1",-0.0049153,0.022417,0.023235,0.005385,0.001897,0.01247,-0.010988,0.016096
"349.0678_125.6",-0.010819,0.018969,0.0054355,-0.020235,-0.020813,0.019491,-0.014878,0.00098465
"349.0738_274.9",-0.017845,0.019035,-0.025741,-0.014232,0.023698,-0.025922,-0.0010525,0.021218
"349.1108_73.1",0.0012642,-0.023129,0.016254,0.018652,-0.010552,0.0087517,-0.034025,0.042618
"349.2002_26.8",-0.020704,-0.0036309,0.0075215,-0.035368,-0.0010554,-0.038041,0.022408,0.0028533
"349.2307_106.3",-0.026287,0.025438,-0.018573,0.0095661,-0.01975,0.019127,-0.0030714,0.0089739
"349.8717_69.7",-0.021155,-0.0036804,-0.00051148,0.0037434,-0.033113,0.032257,0.010525,-0.039534
"349.8922_70.5",-0.027963,0.013997,-0.015334,0.007968,-0.021949,0.033822,-0.017126,0.001195
"350.0747_117.9",0.012661,0.0032654,0.0076562,-0.03331,-0.00040996,0.02073,0.0043507,-0.01932
"350.2062_31",0.033555,0.0023995,-0.0034733,0.013997,0.0058101,-0.0023523,0.014166,0.0080624
"350.2333_105",-0.025769,0.023713,0.013496,0.017921,-0.017706,-0.00083054,0.018099,-0.026705
"350.4767_221.7",-0.015073,0.014461,0.014517,0.0246,-0.0047654,0.0008488,0.014966,-0.04444
"350.7798_65",0.0058139,-0.01326,0.0016461,0.025663,-0.013507,0.010351,0.020922,0.016793
"350.9492_76.1",0.012309,0.016113,-0.0015137,-0.010403,0.025355,-0.00074812,-0.027862,-0.020469
"351.1666_37.7",-0.0090629,-0.0094388,-0.004652,0.015536,0.0062314,-0.020784,0.015367,-0.014891
"351.2157_26.7",-0.017716,-0.0045874,-0.01022,-0.011863,0.016354,-0.035548,0.026301,0.0026617
"351.8586_235",0.021648,-0.026225,0.019195,-0.012669,0.016601,0.0047614,-0.0081719,0.016883
"351.8902_64.8",-0.028338,0.0039434,-0.0010532,0.02479,-0.012728,0.0077723,0.021414,-0.043632
"352.1653_30.3",0.013312,0.0081227,-0.02285,-0.010301,0.01242,0.0020469,0.026073,0.019026
"352.1706_100.4",-0.0039809,-0.015924,-7.2536e-05,0.019579,-0.028468,-0.0046207,0.023681,-0.013396
"352.1866_36.9",0.03461,0.0053157,-0.015,0.031386,-0.0078987,-0.0097294,-0.004824,0.0063144
"352.2205_27.8",0.033004,0.0033317,-0.012023,-0.0046206,-0.0019392,0.0049899,-0.0074046,-0.023455
"353.0665_222.8",-0.0081482,0.010535,-0.017894,0.002681,-0.004183,0.0088992,0.009621,-0.010937
"353.0802_65.8",-0.02137,0.011958,0.014508,0.011251,-0.0089249,-0.012766,0.032666,-0.017911
"353.0918_240.2",0.0066946,0.031546,-0.008107,-0.0058648,-0.00058264,0.0028062,-0.020841,0.040247
"353.2237_27.6",0.030113,0.013506,-0.019058,0.020359,-0.0081541,0.0034527,-0.0054227,-0.0064418
"353.2297_26.9",-0.011821,-0.0074398,-0.0035838,-0.0030136,0.027192,-0.023759,0.0033107,0.0078777
"353.5934_244.7",-0.003001,0.032979,-0.0065208,0.0072954,0.015291,-0.0059738,-0.019505,0.028337
"353.8794_69.6",0.01922,-0.00071091,-0.010058,-0.039069,0.035511,0.010776,0.013557,-0.023565
"353.9553_69.5",-0.027624,0.013507,-0.011312,-0.012248,-0.011385,0.036679,-0.012793,-0.016959
"354.2_29.8",0.030259,-0.0025378,-0.017295,0.022411,-0.029937,-0.013542,-0.004233,0.012618
"354.2639_24.8",-0.014426,-0.006822,-0.0031658,-0.015447,0.009319,-0.028224,0.015264,-0.012481
"354.7553_61.1",0.0022579,-0.02053,0.021139,-0.0030682,0.023032,0.013846,-0.024159,0.027065
"354.9403_46.9",-0.025454,0.011699,0.010354,0.02067,-0.023674,0.013805,0.016056,-0.031563
"355.046_76.4",0.021175,0.007178,-0.018873,-0.011106,0.030811,-0.0034144,0.024281,-0.035328
"355.2843_27",0.026885,-0.023716,0.024243,-0.028631,0.0042538,0.005574,-0.0063338,0.0017205
"355.8771_47.7",-0.0093299,0.015178,-0.026215,0.014471,-0.018406,0.034207,-0.0051699,0.018213
"355.9347_60.3",0.023916,-0.031631,0.0075604,-0.033432,-0.0086685,0.0060515,0.011291,-0.0039583
"356.0021_78",-0.024404,0.031761,0.00044662,0.0065754,-0.023386,0.025298,-0.015849,0.013778
"356.0782_71.6",-0.022997,0.0099344,-0.0034308,-0.0049383,0.018072,-0.022069,0.028445,-0.017592
"356.2876_26",0.029298,-0.025645,0.019332,-0.019284,0.010374,0.0030552,-0.0091942,0.0099949
"356.7531_49.5",0.0046569,-0.027129,0.019229,0.00539,0.012226,-0.0031123,-0.02827,0.033116
"356.957_73.2",0.011846,0.021934,-0.00036806,0.029767,-0.037737,0.0096927,-0.013739,0.032694
"357.0007_61.7",0.0027527,-0.0019717,0.00034471,0.015219,-0.013211,0.013275,0.0066934,0.0010835
"357.043_151.7",-0.023888,0.031403,0.0074997,0.0044402,-0.016673,0.023712,-0.014697,0.011087
"357.2053_26.2",-0.011893,-0.0078117,0.024323,0.0079755,0.0087959,0.0073369,-0.029011,0.015166
"357.2999_26.4",0.026526,-0.023364,0.025332,-0.021599,0.0047588,0.0013795,-0.0065918,0.0080348
"357.8763_48.4",0.017691,0.014482,-0.027003,0.025459,-0.018486,0.0031621,-0.030218,0.0041426
"358.0039_98.2",-0.011884,0.028572,0.0063887,0.019481,-0.026066,0.0063851,-0.031332,0.023701
"358.2701_26.9",0.03895,0.0036637,-0.018899,0.016684,-0.0079735,0.0027899,0.00031855,-0.0026452
"358.303_26.6",0.025424,-0.0060138,0.011353,-0.0070239,-0.0041186,-0.012968,0.011103,0.0096569
"358.3679_25.5",0.0095605,-0.028645,0.027523,-0.0051847,-0.013943,0.0073193,-0.012308,0.0066429
"359.0138_228.8",-0.01908,0.022825,-0.01105,-0.0052088,0.031148,-0.024951,0.005347,-0.015662
"359.1917_26.6",0.014732,-0.014042,0.015473,0.015576,-0.017036,-0.012204,0.021423,0.021091
"359.2213_26",-0.01548,0.024309,0.0087775,-0.014419,0.03428,-0.028026,0.0048191,-0.00094249
"359.2289_37.4",0.035568,0.0078262,-0.02559,0.019184,-0.0045657,0.0071831,0.0079716,0.0048889
"359.2579_32.5",0.02381,0.0052132,-0.010516,0.012312,0.0039206,-0.0080432,-0.025171,0.014675
"359.265_92.6",0.017056,0.0081481,-0.029987,-0.0061368,-0.0014938,-0.016663,-0.014741,0.0035461
"359.2729_27.2",0.035415,-0.0026554,-0.015608,0.013762,-0.013882,0.0017635,0.0052842,0.001455
"359.3154_27.3",0.027915,-0.017428,0.022071,-0.024117,0.008992,0.0046424,-0.012381,0.0041402
"359.3712_25.7",0.0067729,-0.027411,0.02596,-0.0021492,-0.01842,0.0085995,-0.0099204,0.0077908
"359.8375_60",0.0072314,-0.015872,-0.0072218,0.033864,-0.02766,-0.010543,0.0158,-0.016371
"359.8999_70.2",-0.028677,0.009716,-0.01638,-0.0026271,-0.007063,0.034169,-0.007383,-0.021555
"359.921_70.7",-0.029083,0.0075816,-0.01391,0.016053,0.00084778,0.021908,-0.012837,-0.022861
"359.9622_43.5",0.0057444,-0.035411,0.013872,-0.012583,0.022225,0.0035481,-0.019442,0.019394
"360.0045_65.8",-0.019291,0.0087701,0.0091121,-0.011058,-0.018461,-0.0085873,0.0095886,0.01566
"360.0608_293.8",-0.02112,0.017395,0.014351,-0.020183,0.016631,-0.033362,0.011541,-0.0097739
"360.0841_46.2",-0.023274,0.0083162,-0.030716,0.014141,-0.0059238,0.031898,-0.022407,0.0020233
"360.1501_92.4",-0.0061246,0.036253,0.0020429,-0.03371,-0.0067612,0.013715,0.0014351,0.00116
